Year,District Code,District Name,Neighborhood Code,Neighborhood Name,Age,Immigrants,Emigrants,Diferencia
2017,6,Gràcia,28,Vallcarca i els Penitents,0-4,37,39,-2
2017,6,Gràcia,29,el Coll,0-4,18,16,2
2017,6,Gràcia,30,la Salut,0-4,41,23,18
2017,6,Gràcia,31,la Vila de Gràcia,0-4,88,104,-16
2017,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,0-4,73,68,5
2017,7,Horta-Guinardó,33,el Baix Guinardó,0-4,48,44,4
2017,7,Horta-Guinardó,34,Can Baró,0-4,16,17,-1
2017,7,Horta-Guinardó,35,el Guinardó,0-4,72,71,1
2017,7,Horta-Guinardó,36,la Font d'en Fargues,0-4,14,9,5
2017,7,Horta-Guinardó,37,el Carmel,0-4,66,65,1
2017,7,Horta-Guinardó,38,la Teixonera,0-4,15,18,-3
2017,7,Horta-Guinardó,39,Sant Genís dels Agudells,0-4,15,18,-3
2017,7,Horta-Guinardó,40,Montbau,0-4,11,6,5
2017,7,Horta-Guinardó,41,la Vall d'Hebron,0-4,11,7,4
2017,7,Horta-Guinardó,42,la Clota,0-4,1,0,1
2017,7,Horta-Guinardó,43,Horta,0-4,50,38,12
2017,8,Nou Barris,44,Vilapicina i la Torre Llobeta,0-4,51,36,15
2017,8,Nou Barris,45,Porta,0-4,66,49,17
2017,8,Nou Barris,46,el Turó de la Peira,0-4,64,35,29
2017,8,Nou Barris,47,Can Peguera,0-4,3,1,2
2017,8,Nou Barris,48,la Guineueta,0-4,23,33,-10
2017,8,Nou Barris,49,Canyelles,0-4,6,7,-1
2017,8,Nou Barris,50,les Roquetes,0-4,57,26,31
2017,8,Nou Barris,51,Verdun,0-4,33,19,14
2017,8,Nou Barris,52,la Prosperitat,0-4,56,44,12
2017,8,Nou Barris,53,la Trinitat Nova,0-4,22,25,-3
2017,8,Nou Barris,54,Torre Baró,0-4,5,4,1
2017,8,Nou Barris,55,Ciutat Meridiana,0-4,47,25,22
2017,8,Nou Barris,56,Vallbona,0-4,5,9,-4
2017,9,Sant Andreu,57,la Trinitat Vella,0-4,40,29,11
2017,9,Sant Andreu,58,Baró de Viver,0-4,5,5,0
2017,9,Sant Andreu,59,el Bon Pastor,0-4,31,29,2
2017,9,Sant Andreu,60,Sant Andreu,0-4,90,70,20
2017,9,Sant Andreu,61,la Sagrera,0-4,45,43,2
2017,9,Sant Andreu,62,el Congrés i els Indians,0-4,17,19,-2
2017,9,Sant Andreu,63,Navas,0-4,26,32,-6
2017,10,Sant Martí,64,el Camp de l'Arpa del Clot,0-4,88,75,13
2017,10,Sant Martí,65,el Clot,0-4,43,25,18
2017,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,0-4,30,26,4
2017,10,Sant Martí,67,la Vila Olímpica del Poblenou,0-4,29,18,11
2017,10,Sant Martí,68,el Poblenou,0-4,94,75,19
2017,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,0-4,68,61,7
2017,10,Sant Martí,70,el Besòs i el Maresme,0-4,125,67,58
2017,10,Sant Martí,71,Provençals del Poblenou,0-4,53,38,15
2017,10,Sant Martí,72,Sant Martí de Provençals,0-4,48,38,10
2017,10,Sant Martí,73,la Verneda i la Pau,0-4,70,50,20
2017,1,Ciutat Vella,1,el Raval,5-9,133,85,48
2017,1,Ciutat Vella,2,el Barri Gòtic,5-9,46,20,26
2017,1,Ciutat Vella,3,la Barceloneta,5-9,26,23,3
2017,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",5-9,39,26,13
2017,2,Eixample,5,el Fort Pienc,5-9,59,42,17
2017,2,Eixample,6,la Sagrada Família,5-9,81,44,37
2017,2,Eixample,7,la Dreta de l'Eixample,5-9,75,60,15
2017,2,Eixample,8,l'Antiga Esquerra de l'Eixample,5-9,63,34,29
2017,2,Eixample,9,la Nova Esquerra de l'Eixample,5-9,91,53,38
2017,2,Eixample,10,Sant Antoni,5-9,43,37,6
2017,3,Sants-Montjuïc,11,el Poble Sec,5-9,60,57,3
2017,3,Sants-Montjuïc,12,la Marina del Prat Vermell,5-9,2,1,1
2017,3,Sants-Montjuïc,13,la Marina de Port,5-9,54,41,13
2017,3,Sants-Montjuïc,14,la Font de la Guatlla,5-9,13,9,4
2017,3,Sants-Montjuïc,15,Hostafrancs,5-9,22,14,8
2017,3,Sants-Montjuïc,16,la Bordeta,5-9,27,21,6
2017,3,Sants-Montjuïc,17,Sants - Badal,5-9,42,40,2
2017,3,Sants-Montjuïc,18,Sants,5-9,79,45,34
2017,4,Les Corts,19,les Corts,5-9,71,31,40
2017,4,Les Corts,20,la Maternitat i Sant Ramon,5-9,44,43,1
2017,4,Les Corts,21,Pedralbes,5-9,40,25,15
2017,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",5-9,12,8,4
2017,5,Sarrià-Sant Gervasi,23,Sarrià,5-9,61,23,38
2017,5,Sarrià-Sant Gervasi,24,les Tres Torres,5-9,49,27,22
2017,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,5-9,41,19,22
2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,5-9,80,59,21
2017,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,5-9,54,38,16
2017,6,Gràcia,28,Vallcarca i els Penitents,5-9,28,13,15
2017,6,Gràcia,29,el Coll,5-9,9,4,5
2017,6,Gràcia,30,la Salut,5-9,24,10,14
2017,6,Gràcia,31,la Vila de Gràcia,5-9,58,53,5
2017,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,5-9,34,36,-2
2017,7,Horta-Guinardó,33,el Baix Guinardó,5-9,30,25,5
2017,7,Horta-Guinardó,34,Can Baró,5-9,13,8,5
2017,7,Horta-Guinardó,35,el Guinardó,5-9,39,40,-1
2017,7,Horta-Guinardó,36,la Font d'en Fargues,5-9,4,5,-1
2017,7,Horta-Guinardó,37,el Carmel,5-9,50,36,14
2017,7,Horta-Guinardó,38,la Teixonera,5-9,16,11,5
2017,7,Horta-Guinardó,39,Sant Genís dels Agudells,5-9,15,4,11
2017,7,Horta-Guinardó,40,Montbau,5-9,6,5,1
2017,7,Horta-Guinardó,41,la Vall d'Hebron,5-9,7,4,3
2017,7,Horta-Guinardó,42,la Clota,5-9,3,1,2
2017,7,Horta-Guinardó,43,Horta,5-9,33,22,11
2017,8,Nou Barris,44,Vilapicina i la Torre Llobeta,5-9,35,26,9
2017,8,Nou Barris,45,Porta,5-9,57,22,35
2017,8,Nou Barris,46,el Turó de la Peira,5-9,36,14,22
2017,8,Nou Barris,47,Can Peguera,5-9,2,1,1
2017,8,Nou Barris,48,la Guineueta,5-9,20,11,9
2017,8,Nou Barris,49,Canyelles,5-9,3,2,1
2017,8,Nou Barris,50,les Roquetes,5-9,32,17,15
2017,8,Nou Barris,51,Verdun,5-9,36,25,11
2017,8,Nou Barris,52,la Prosperitat,5-9,35,35,0
2017,8,Nou Barris,53,la Trinitat Nova,5-9,21,18,3
2017,8,Nou Barris,54,Torre Baró,5-9,10,12,-2
2017,8,Nou Barris,55,Ciutat Meridiana,5-9,42,24,18
2017,8,Nou Barris,56,Vallbona,5-9,7,3,4
2017,9,Sant Andreu,57,la Trinitat Vella,5-9,38,20,18
2017,9,Sant Andreu,58,Baró de Viver,5-9,5,5,0
2017,9,Sant Andreu,59,el Bon Pastor,5-9,28,22,6
2017,9,Sant Andreu,60,Sant Andreu,5-9,56,55,1
2017,9,Sant Andreu,61,la Sagrera,5-9,48,25,23
2017,9,Sant Andreu,62,el Congrés i els Indians,5-9,15,13,2
2017,9,Sant Andreu,63,Navas,5-9,24,19,5
2017,10,Sant Martí,64,el Camp de l'Arpa del Clot,5-9,38,39,-1
2017,10,Sant Martí,65,el Clot,5-9,19,18,1
2017,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,5-9,12,7,5
2017,10,Sant Martí,67,la Vila Olímpica del Poblenou,5-9,21,9,12
2017,10,Sant Martí,68,el Poblenou,5-9,44,49,-5
2017,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,5-9,36,30,6
2017,10,Sant Martí,70,el Besòs i el Maresme,5-9,87,54,33
2017,10,Sant Martí,71,Provençals del Poblenou,5-9,23,22,1
2017,10,Sant Martí,72,Sant Martí de Provençals,5-9,31,18,13
2017,10,Sant Martí,73,la Verneda i la Pau,5-9,47,28,19
2017,1,Ciutat Vella,1,el Raval,10-14,117,56,61
2017,1,Ciutat Vella,2,el Barri Gòtic,10-14,26,10,16
2017,1,Ciutat Vella,3,la Barceloneta,10-14,11,14,-3
2017,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",10-14,36,24,12
2017,2,Eixample,5,el Fort Pienc,10-14,42,23,19
2017,2,Eixample,6,la Sagrada Família,10-14,77,34,43
2017,2,Eixample,7,la Dreta de l'Eixample,10-14,61,43,18
2017,2,Eixample,8,l'Antiga Esquerra de l'Eixample,10-14,54,36,18
2017,2,Eixample,9,la Nova Esquerra de l'Eixample,10-14,51,40,11
2017,2,Eixample,10,Sant Antoni,10-14,57,37,20
2017,3,Sants-Montjuïc,11,el Poble Sec,10-14,64,54,10
2017,3,Sants-Montjuïc,12,la Marina del Prat Vermell,10-14,0,6,-6
2017,3,Sants-Montjuïc,13,la Marina de Port,10-14,66,38,28
2017,3,Sants-Montjuïc,14,la Font de la Guatlla,10-14,8,11,-3
2017,3,Sants-Montjuïc,15,Hostafrancs,10-14,23,15,8
2017,3,Sants-Montjuïc,16,la Bordeta,10-14,28,27,1
2017,3,Sants-Montjuïc,17,Sants - Badal,10-14,42,19,23
2017,3,Sants-Montjuïc,18,Sants,10-14,69,40,29
2017,4,Les Corts,19,les Corts,10-14,58,26,32
2017,4,Les Corts,20,la Maternitat i Sant Ramon,10-14,42,33,9
2017,4,Les Corts,21,Pedralbes,10-14,66,16,50
2017,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",10-14,7,5,2
2017,5,Sarrià-Sant Gervasi,23,Sarrià,10-14,57,33,24
2017,5,Sarrià-Sant Gervasi,24,les Tres Torres,10-14,34,17,17
2017,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,10-14,81,15,66
2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,10-14,105,54,51
2017,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,10-14,64,22,42
2017,6,Gràcia,28,Vallcarca i els Penitents,10-14,20,11,9
2017,6,Gràcia,29,el Coll,10-14,21,5,16
2017,6,Gràcia,30,la Salut,10-14,19,8,11
2017,6,Gràcia,31,la Vila de Gràcia,10-14,49,29,20
2017,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,10-14,35,29,6
2017,7,Horta-Guinardó,33,el Baix Guinardó,10-14,36,24,12
2017,7,Horta-Guinardó,34,Can Baró,10-14,5,6,-1
2017,7,Horta-Guinardó,35,el Guinardó,10-14,54,33,21
2017,7,Horta-Guinardó,36,la Font d'en Fargues,10-14,9,7,2
2017,7,Horta-Guinardó,37,el Carmel,10-14,42,17,25
2017,7,Horta-Guinardó,38,la Teixonera,10-14,15,21,-6
2017,7,Horta-Guinardó,39,Sant Genís dels Agudells,10-14,25,10,15
2017,7,Horta-Guinardó,40,Montbau,10-14,6,7,-1
2017,7,Horta-Guinardó,41,la Vall d'Hebron,10-14,7,4,3
2017,7,Horta-Guinardó,42,la Clota,10-14,0,0,0
2017,7,Horta-Guinardó,43,Horta,10-14,49,18,31
2017,8,Nou Barris,44,Vilapicina i la Torre Llobeta,10-14,36,15,21
2017,8,Nou Barris,45,Porta,10-14,54,29,25
2017,8,Nou Barris,46,el Turó de la Peira,10-14,41,17,24
2017,8,Nou Barris,47,Can Peguera,10-14,1,1,0
2017,8,Nou Barris,48,la Guineueta,10-14,20,17,3
2017,8,Nou Barris,49,Canyelles,10-14,5,2,3
2017,8,Nou Barris,50,les Roquetes,10-14,42,20,22
2017,8,Nou Barris,51,Verdun,10-14,21,26,-5
2017,8,Nou Barris,52,la Prosperitat,10-14,39,14,25
2017,8,Nou Barris,53,la Trinitat Nova,10-14,21,18,3
2017,8,Nou Barris,54,Torre Baró,10-14,6,8,-2
2017,8,Nou Barris,55,Ciutat Meridiana,10-14,31,13,18
2017,8,Nou Barris,56,Vallbona,10-14,3,1,2
2017,9,Sant Andreu,57,la Trinitat Vella,10-14,28,14,14
2017,9,Sant Andreu,58,Baró de Viver,10-14,4,3,1
2017,9,Sant Andreu,59,el Bon Pastor,10-14,26,16,10
2017,9,Sant Andreu,60,Sant Andreu,10-14,55,22,33
2017,9,Sant Andreu,61,la Sagrera,10-14,47,28,19
2017,9,Sant Andreu,62,el Congrés i els Indians,10-14,16,12,4
2017,9,Sant Andreu,63,Navas,10-14,36,19,17
2017,10,Sant Martí,64,el Camp de l'Arpa del Clot,10-14,46,29,17
2017,10,Sant Martí,65,el Clot,10-14,32,15,17
2017,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,10-14,19,17,2
2017,10,Sant Martí,67,la Vila Olímpica del Poblenou,10-14,8,13,-5
2017,10,Sant Martí,68,el Poblenou,10-14,44,32,12
2017,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,10-14,27,9,18
2017,10,Sant Martí,70,el Besòs i el Maresme,10-14,86,34,52
2017,10,Sant Martí,71,Provençals del Poblenou,10-14,26,16,10
2017,10,Sant Martí,72,Sant Martí de Provençals,10-14,28,16,12
2017,10,Sant Martí,73,la Verneda i la Pau,10-14,44,27,17
2017,1,Ciutat Vella,1,el Raval,15-19,257,64,193
2017,1,Ciutat Vella,2,el Barri Gòtic,15-19,90,25,65
2017,1,Ciutat Vella,3,la Barceloneta,15-19,44,10,34
2017,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",15-19,210,47,163
2017,2,Eixample,5,el Fort Pienc,15-19,87,20,67
2017,2,Eixample,6,la Sagrada Família,15-19,148,45,103
2017,2,Eixample,7,la Dreta de l'Eixample,15-19,107,33,74
2017,2,Eixample,8,l'Antiga Esquerra de l'Eixample,15-19,109,27,82
2017,2,Eixample,9,la Nova Esquerra de l'Eixample,15-19,153,55,98
2017,2,Eixample,10,Sant Antoni,15-19,91,40,51
2017,3,Sants-Montjuïc,11,el Poble Sec,15-19,173,62,111
2017,3,Sants-Montjuïc,12,la Marina del Prat Vermell,15-19,1,3,-2
2017,3,Sants-Montjuïc,13,la Marina de Port,15-19,123,66,57
2017,3,Sants-Montjuïc,14,la Font de la Guatlla,15-19,29,8,21
2017,3,Sants-Montjuïc,15,Hostafrancs,15-19,54,16,38
2017,3,Sants-Montjuïc,16,la Bordeta,15-19,41,25,16
2017,3,Sants-Montjuïc,17,Sants - Badal,15-19,67,34,33
2017,3,Sants-Montjuïc,18,Sants,15-19,120,51,69
2017,4,Les Corts,19,les Corts,15-19,116,49,67
2017,4,Les Corts,20,la Maternitat i Sant Ramon,15-19,44,31,13
2017,4,Les Corts,21,Pedralbes,15-19,66,20,46
2017,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",15-19,5,3,2
2017,5,Sarrià-Sant Gervasi,23,Sarrià,15-19,76,32,44
2017,5,Sarrià-Sant Gervasi,24,les Tres Torres,15-19,36,16,20
2017,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,15-19,95,28,67
2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,15-19,119,48,71
2017,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,15-19,61,24,37
2017,6,Gràcia,28,Vallcarca i els Penitents,15-19,30,12,18
2017,6,Gràcia,29,el Coll,15-19,19,7,12
2017,6,Gràcia,30,la Salut,15-19,77,14,63
2017,6,Gràcia,31,la Vila de Gràcia,15-19,109,28,81
2017,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,15-19,47,23,24
2017,7,Horta-Guinardó,33,el Baix Guinardó,15-19,41,6,35
2017,7,Horta-Guinardó,34,Can Baró,15-19,19,9,10
2017,7,Horta-Guinardó,35,el Guinardó,15-19,75,31,44
2017,7,Horta-Guinardó,36,la Font d'en Fargues,15-19,13,2,11
2017,7,Horta-Guinardó,37,el Carmel,15-19,76,44,32
2017,7,Horta-Guinardó,38,la Teixonera,15-19,24,10,14
2017,7,Horta-Guinardó,39,Sant Genís dels Agudells,15-19,47,13,34
2017,7,Horta-Guinardó,40,Montbau,15-19,7,3,4
2017,7,Horta-Guinardó,41,la Vall d'Hebron,15-19,9,6,3
2017,7,Horta-Guinardó,42,la Clota,15-19,4,1,3
2017,7,Horta-Guinardó,43,Horta,15-19,70,18,52
2017,8,Nou Barris,44,Vilapicina i la Torre Llobeta,15-19,55,31,24
2017,8,Nou Barris,45,Porta,15-19,74,33,41
2017,8,Nou Barris,46,el Turó de la Peira,15-19,60,17,43
2017,8,Nou Barris,47,Can Peguera,15-19,6,9,-3
2017,8,Nou Barris,48,la Guineueta,15-19,20,13,7
2017,8,Nou Barris,49,Canyelles,15-19,9,2,7
2017,8,Nou Barris,50,les Roquetes,15-19,55,27,28
2017,8,Nou Barris,51,Verdun,15-19,47,15,32
2017,8,Nou Barris,52,la Prosperitat,15-19,79,35,44
2017,8,Nou Barris,53,la Trinitat Nova,15-19,28,14,14
2017,8,Nou Barris,54,Torre Baró,15-19,4,3,1
2017,8,Nou Barris,55,Ciutat Meridiana,15-19,55,14,41
2017,8,Nou Barris,56,Vallbona,15-19,3,4,-1
2017,9,Sant Andreu,57,la Trinitat Vella,15-19,48,16,32
2017,9,Sant Andreu,58,Baró de Viver,15-19,5,2,3
2017,9,Sant Andreu,59,el Bon Pastor,15-19,45,12,33
2017,9,Sant Andreu,60,Sant Andreu,15-19,74,53,21
2017,9,Sant Andreu,61,la Sagrera,15-19,55,22,33
2017,9,Sant Andreu,62,el Congrés i els Indians,15-19,35,6,29
2017,9,Sant Andreu,63,Navas,15-19,47,16,31
2017,10,Sant Martí,64,el Camp de l'Arpa del Clot,15-19,64,29,35
2017,10,Sant Martí,65,el Clot,15-19,51,29,22
2017,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,15-19,83,11,72
2017,10,Sant Martí,67,la Vila Olímpica del Poblenou,15-19,15,14,1
2017,10,Sant Martí,68,el Poblenou,15-19,54,30,24
2017,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,15-19,31,16,15
2017,10,Sant Martí,70,el Besòs i el Maresme,15-19,111,35,76
2017,10,Sant Martí,71,Provençals del Poblenou,15-19,31,25,6
2017,10,Sant Martí,72,Sant Martí de Provençals,15-19,48,34,14
2017,10,Sant Martí,73,la Verneda i la Pau,15-19,64,34,30
2017,1,Ciutat Vella,1,el Raval,20-24,864,157,707
2017,1,Ciutat Vella,2,el Barri Gòtic,20-24,493,45,448
2017,1,Ciutat Vella,3,la Barceloneta,20-24,342,38,304
2017,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",20-24,458,91,367
2017,2,Eixample,5,el Fort Pienc,20-24,324,62,262
2017,2,Eixample,6,la Sagrada Família,20-24,537,97,440
2017,2,Eixample,7,la Dreta de l'Eixample,20-24,458,61,397
2017,2,Eixample,8,l'Antiga Esquerra de l'Eixample,20-24,521,75,446
2017,2,Eixample,9,la Nova Esquerra de l'Eixample,20-24,552,94,458
2017,2,Eixample,10,Sant Antoni,20-24,359,85,274
2017,3,Sants-Montjuïc,11,el Poble Sec,20-24,429,127,302
2017,3,Sants-Montjuïc,12,la Marina del Prat Vermell,20-24,6,6,0
2017,3,Sants-Montjuïc,13,la Marina de Port,20-24,177,88,89
2017,3,Sants-Montjuïc,14,la Font de la Guatlla,20-24,82,30,52
2017,3,Sants-Montjuïc,15,Hostafrancs,20-24,169,50,119
2017,3,Sants-Montjuïc,16,la Bordeta,20-24,112,50,62
2017,3,Sants-Montjuïc,17,Sants - Badal,20-24,201,75,126
2017,3,Sants-Montjuïc,18,Sants,20-24,420,145,275
2017,4,Les Corts,19,les Corts,20-24,273,86,187
2017,4,Les Corts,20,la Maternitat i Sant Ramon,20-24,182,46,136
2017,4,Les Corts,21,Pedralbes,20-24,57,15,42
2017,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",20-24,12,8,4
2017,5,Sarrià-Sant Gervasi,23,Sarrià,20-24,96,46,50
2017,5,Sarrià-Sant Gervasi,24,les Tres Torres,20-24,65,21,44
2017,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,20-24,126,41,85
2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,20-24,229,63,166
2017,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,20-24,173,38,135
2017,6,Gràcia,28,Vallcarca i els Penitents,20-24,110,23,87
2017,6,Gràcia,29,el Coll,20-24,53,14,39
2017,6,Gràcia,30,la Salut,20-24,87,25,62
2017,6,Gràcia,31,la Vila de Gràcia,20-24,473,82,391
2017,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,20-24,239,43,196
2017,7,Horta-Guinardó,33,el Baix Guinardó,20-24,151,36,115
2017,7,Horta-Guinardó,34,Can Baró,20-24,53,15,38
2017,7,Horta-Guinardó,35,el Guinardó,20-24,234,81,153
2017,7,Horta-Guinardó,36,la Font d'en Fargues,20-24,33,11,22
2017,7,Horta-Guinardó,37,el Carmel,20-24,200,69,131
2017,7,Horta-Guinardó,38,la Teixonera,20-24,73,24,49
2017,7,Horta-Guinardó,39,Sant Genís dels Agudells,20-24,42,24,18
2017,7,Horta-Guinardó,40,Montbau,20-24,27,10,17
2017,7,Horta-Guinardó,41,la Vall d'Hebron,20-24,14,8,6
2017,7,Horta-Guinardó,42,la Clota,20-24,6,1,5
2017,7,Horta-Guinardó,43,Horta,20-24,123,56,67
2017,8,Nou Barris,44,Vilapicina i la Torre Llobeta,20-24,122,55,67
2017,8,Nou Barris,45,Porta,20-24,161,61,100
2017,8,Nou Barris,46,el Turó de la Peira,20-24,109,42,67
2017,8,Nou Barris,47,Can Peguera,20-24,4,6,-2
2017,8,Nou Barris,48,la Guineueta,20-24,53,24,29
2017,8,Nou Barris,49,Canyelles,20-24,14,3,11
2017,8,Nou Barris,50,les Roquetes,20-24,152,45,107
2017,8,Nou Barris,51,Verdun,20-24,88,32,56
2017,8,Nou Barris,52,la Prosperitat,20-24,164,72,92
2017,8,Nou Barris,53,la Trinitat Nova,20-24,64,24,40
2017,8,Nou Barris,54,Torre Baró,20-24,10,7,3
2017,8,Nou Barris,55,Ciutat Meridiana,20-24,113,45,68
2017,8,Nou Barris,56,Vallbona,20-24,4,6,-2
2017,9,Sant Andreu,57,la Trinitat Vella,20-24,80,47,33
2017,9,Sant Andreu,58,Baró de Viver,20-24,18,10,8
2017,9,Sant Andreu,59,el Bon Pastor,20-24,83,27,56
2017,9,Sant Andreu,60,Sant Andreu,20-24,198,87,111
2017,9,Sant Andreu,61,la Sagrera,20-24,161,52,109
2017,9,Sant Andreu,62,el Congrés i els Indians,20-24,81,24,57
2017,9,Sant Andreu,63,Navas,20-24,109,31,78
2017,10,Sant Martí,64,el Camp de l'Arpa del Clot,20-24,298,78,220
2017,10,Sant Martí,65,el Clot,20-24,175,57,118
2017,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,20-24,171,17,154
2017,10,Sant Martí,67,la Vila Olímpica del Poblenou,20-24,28,13,15
2017,10,Sant Martí,68,el Poblenou,20-24,165,42,123
2017,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,20-24,47,9,38
2017,10,Sant Martí,70,el Besòs i el Maresme,20-24,271,102,169
2017,10,Sant Martí,71,Provençals del Poblenou,20-24,93,26,67
2017,10,Sant Martí,72,Sant Martí de Provençals,20-24,110,65,45
2017,10,Sant Martí,73,la Verneda i la Pau,20-24,130,51,79
2017,1,Ciutat Vella,1,el Raval,25-29,1393,327,1066
2017,1,Ciutat Vella,2,el Barri Gòtic,25-29,763,131,632
2017,1,Ciutat Vella,3,la Barceloneta,25-29,482,104,378
2017,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",25-29,795,162,633
2017,2,Eixample,5,el Fort Pienc,25-29,556,144,412
2017,2,Eixample,6,la Sagrada Família,25-29,912,244,668
2017,2,Eixample,7,la Dreta de l'Eixample,25-29,788,182,606
2017,2,Eixample,8,l'Antiga Esquerra de l'Eixample,25-29,927,206,721
2017,2,Eixample,9,la Nova Esquerra de l'Eixample,25-29,1092,268,824
2017,2,Eixample,10,Sant Antoni,25-29,655,169,486
2017,3,Sants-Montjuïc,11,el Poble Sec,25-29,780,205,575
2017,3,Sants-Montjuïc,12,la Marina del Prat Vermell,25-29,0,2,-2
2017,3,Sants-Montjuïc,13,la Marina de Port,25-29,228,121,107
2017,3,Sants-Montjuïc,14,la Font de la Guatlla,25-29,177,53,124
2017,3,Sants-Montjuïc,15,Hostafrancs,25-29,321,89,232
2017,3,Sants-Montjuïc,16,la Bordeta,25-29,200,87,113
2017,3,Sants-Montjuïc,17,Sants - Badal,25-29,303,145,158
2017,3,Sants-Montjuïc,18,Sants,25-29,611,196,415
2017,4,Les Corts,19,les Corts,25-29,483,177,306
2017,4,Les Corts,20,la Maternitat i Sant Ramon,25-29,282,116,166
2017,4,Les Corts,21,Pedralbes,25-29,95,36,59
2017,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",25-29,19,8,11
2017,5,Sarrià-Sant Gervasi,23,Sarrià,25-29,153,65,88
2017,5,Sarrià-Sant Gervasi,24,les Tres Torres,25-29,69,37,32
2017,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,25-29,153,77,76
2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,25-29,414,156,258
2017,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,25-29,328,95,233
2017,6,Gràcia,28,Vallcarca i els Penitents,25-29,136,52,84
2017,6,Gràcia,29,el Coll,25-29,82,28,54
2017,6,Gràcia,30,la Salut,25-29,142,47,95
2017,6,Gràcia,31,la Vila de Gràcia,25-29,994,209,785
2017,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,25-29,472,129,343
2017,7,Horta-Guinardó,33,el Baix Guinardó,25-29,287,122,165
2017,7,Horta-Guinardó,34,Can Baró,25-29,99,29,70
2017,7,Horta-Guinardó,35,el Guinardó,25-29,359,123,236
2017,7,Horta-Guinardó,36,la Font d'en Fargues,25-29,52,28,24
2017,7,Horta-Guinardó,37,el Carmel,25-29,272,128,144
2017,7,Horta-Guinardó,38,la Teixonera,25-29,106,53,53
2017,7,Horta-Guinardó,39,Sant Genís dels Agudells,25-29,67,20,47
2017,7,Horta-Guinardó,40,Montbau,25-29,65,28,37
2017,7,Horta-Guinardó,41,la Vall d'Hebron,25-29,28,6,22
2017,7,Horta-Guinardó,42,la Clota,25-29,4,1,3
2017,7,Horta-Guinardó,43,Horta,25-29,189,80,109
2017,8,Nou Barris,44,Vilapicina i la Torre Llobeta,25-29,186,81,105
2017,8,Nou Barris,45,Porta,25-29,235,73,162
2017,8,Nou Barris,46,el Turó de la Peira,25-29,131,62,69
2017,8,Nou Barris,47,Can Peguera,25-29,10,4,6
2017,8,Nou Barris,48,la Guineueta,25-29,73,43,30
2017,8,Nou Barris,49,Canyelles,25-29,11,11,0
2017,8,Nou Barris,50,les Roquetes,25-29,126,61,65
2017,8,Nou Barris,51,Verdun,25-29,133,53,80
2017,8,Nou Barris,52,la Prosperitat,25-29,208,81,127
2017,8,Nou Barris,53,la Trinitat Nova,25-29,76,40,36
2017,8,Nou Barris,54,Torre Baró,25-29,11,9,2
2017,8,Nou Barris,55,Ciutat Meridiana,25-29,136,44,92
2017,8,Nou Barris,56,Vallbona,25-29,8,12,-4
