District Name,Neighborhood Name,Street,Weekday,Month,Day,Hour,Part of the day,Mild injuries,Serious injuries,Victims,Vehicles involved,Longitude,Latitude
Sant Martí,el Camp de l'Arpa del Clot,Las Navas de Tolosa                               ,Thursday,May,25,14,Afternoon,1,0,1,3,2.185272,41.416365
Sant Martí,el Camp de l'Arpa del Clot,Indústria / Trinxant                              ,Wednesday,September,20,12,Morning,1,0,1,2,2.183245,41.416336
Sant Martí,el Camp de l'Arpa del Clot,Trinxant / Indústria                              ,Saturday,May,20,21,Afternoon,1,0,1,2,2.183245,41.416336
Sant Martí,el Camp de l'Arpa del Clot,Indústria                                         ,Tuesday,December,26,20,Afternoon,2,0,2,1,2.183561,41.416372
Sant Martí,el Camp de l'Arpa del Clot,Indústria                                         ,Monday,June,12,15,Afternoon,1,0,1,1,2.184059,41.416763
Sant Martí,el Camp de l'Arpa del Clot,Maragall                                          ,Wednesday,May,3,20,Afternoon,1,0,1,1,2.181225,41.413958
Sant Martí,el Camp de l'Arpa del Clot,Indústria                                         ,Thursday,December,14,20,Afternoon,1,0,1,2,2.18229,41.415772
Sant Martí,el Camp de l'Arpa del Clot,ST ANTONI M CLARET / Pg Maragall                  ,Wednesday,January,11,7,Morning,1,0,1,2,2.180453,41.41579
Sant Martí,el Camp de l'Arpa del Clot,Sant Antoni Maria Claret / Guinardó               ,Friday,June,30,12,Morning,1,0,1,2,2.18114,41.416295
Sant Martí,el Camp de l'Arpa del Clot,Sant Antoni Maria Claret                          ,Monday,September,4,16,Afternoon,0,1,1,2,2.176324,41.412546
Sant Martí,el Camp de l'Arpa del Clot,Sant Antoni Maria Claret                          ,Saturday,September,30,19,Afternoon,1,0,1,2,2.176324,41.412546
Sant Martí,el Camp de l'Arpa del Clot,Còrsega / Còrsega                                 ,Monday,April,17,14,Afternoon,1,0,1,2,2.178314,41.410784
Sant Martí,el Camp de l'Arpa del Clot,CÒRSEGA / Dos de Maig                             ,Saturday,March,25,14,Afternoon,4,0,4,2,2.177719,41.410323
Sant Martí,el Camp de l'Arpa del Clot,Indústria                                         ,Thursday,November,9,22,Night,1,0,1,1,2.17674,41.411445
Sant Martí,el Camp de l'Arpa del Clot,Rosselló / Independència                          ,Monday,December,4,0,Night,2,0,2,2,2.1801,41.410287
Sant Martí,el Camp de l'Arpa del Clot,VALÈNCIA                                          ,Friday,March,17,16,Afternoon,1,0,1,2,2.184855,41.408993
Sant Martí,el Camp de l'Arpa del Clot,València                                          ,Thursday,September,14,14,Afternoon,1,0,1,2,2.154877,41.38621
Sant Martí,el Camp de l'Arpa del Clot,València / Independència                          ,Wednesday,September,20,20,Afternoon,0,1,1,2,2.183407,41.407785
Sant Martí,el Camp de l'Arpa del Clot,València                                          ,Monday,October,30,20,Afternoon,1,0,1,2,2.184033,41.408102
Sant Martí,el Camp de l'Arpa del Clot,ARAGÓ / Corunya                                   ,Monday,March,20,19,Afternoon,1,0,1,2,2.185732,41.407803
Sant Martí,el Camp de l'Arpa del Clot,MALLORCA                                          ,Tuesday,February,7,11,Morning,1,0,1,1,2.181775,41.408393
Sant Martí,el Camp de l'Arpa del Clot,Mallorca                                          ,Wednesday,November,22,20,Afternoon,1,0,1,2,2.181955,41.408529
Sant Martí,el Camp de l'Arpa del Clot,DOS DE MAIG / Mallorca                            ,Wednesday,March,8,12,Morning,1,0,1,2,2.181123,41.407749
Sant Martí,el Camp de l'Arpa del Clot,Mallorca / Dos de Maig                            ,Saturday,October,7,6,Morning,2,0,2,4,2.181123,41.407749
Sant Martí,el Camp de l'Arpa del Clot,València / Independència                          ,Wednesday,May,17,13,Morning,0,0,0,2,2.183407,41.407785
Sant Martí,el Camp de l'Arpa del Clot,VALÈNCIA                                          ,Tuesday,February,14,16,Afternoon,1,0,1,1,2.185751,41.409684
Sant Martí,el Camp de l'Arpa del Clot,València                                          ,Thursday,August,31,21,Afternoon,0,1,1,1,2.185811,41.40973
Sant Martí,el Camp de l'Arpa del Clot,Aragó / Corunya                                   ,Tuesday,August,15,18,Afternoon,1,0,1,2,2.185732,41.407803
Sant Martí,el Camp de l'Arpa del Clot,ARAGÓ                                             ,Thursday,February,2,9,Morning,1,0,1,2,2.18647,41.408498
Sant Martí,el Camp de l'Arpa del Clot,AV MERIDIANA / Aragó                              ,Saturday,February,11,15,Afternoon,1,0,1,2,2.186855,41.408523
Sant Martí,el Camp de l'Arpa del Clot,Independència / Enamorats                         ,Thursday,August,31,7,Morning,2,0,2,3,2.183965,41.407337
Sant Martí,el Clot,AV MERIDIANA / Sèquia Comtal                      ,Monday,March,20,19,Afternoon,1,0,1,1,2.186855,41.408523
Sant Martí,el Clot,Meridiana                                         ,Friday,November,10,11,Morning,1,0,1,1,2.187185,41.408131
Sant Martí,el Clot,INDEPENDÈNCIA / Aragó                             ,Wednesday,March,15,23,Night,1,0,1,1,2.18452,41.406912
Sant Martí,el Clot,Corts Catalanes / Glòries Catalanes               ,Tuesday,June,13,9,Morning,1,0,1,2,2.185863,41.402617
Sant Martí,el Clot,Corts Catalanes                                   ,Tuesday,August,1,19,Afternoon,1,0,1,2,2.188084,41.404624
Sant Martí,el Clot,Badajoz / Diagonal                                ,Wednesday,June,28,19,Afternoon,1,0,1,2,2.188682,41.403765
Sant Martí,el Clot,INDEPENDÈNCIA / Av Meridiana                      ,Thursday,January,12,12,Morning,1,0,1,2,2.186854,41.405403
Sant Martí,el Clot,ARAGÓ                                             ,Monday,January,23,16,Afternoon,1,0,1,2,2.185564,41.407541
Sant Martí,Sant Martí de Provençals,Corts Catalanes                                   ,Wednesday,June,21,19,Afternoon,1,0,1,1,2.196643,41.411561
Sant Martí,Sant Martí de Provençals,Corts Catalanes / Espronceda                      ,Friday,September,1,18,Afternoon,0,0,0,1,2.197063,41.411044
Sant Martí,Sant Martí de Provençals,RBLA GUIPÚSCOA / Espronceda                       ,Friday,January,27,17,Afternoon,2,0,2,2,2.193542,41.413696
Sant Martí,Sant Martí de Provençals,RBLA GUIPÚSCOA                                    ,Wednesday,March,8,10,Morning,1,0,1,2,2.194216,41.414467
Sant Martí,el Clot,INDEPENDÈNCIA                                     ,Friday,January,20,11,Morning,1,0,1,2,2.186061,41.405891
Sant Martí,el Clot,Consell de Cent / Independència                   ,Monday,July,24,15,Afternoon,1,0,1,2,2.185657,41.406065
Sant Martí,el Camp de l'Arpa del Clot,València                                          ,Tuesday,May,16,13,Morning,1,0,1,2,2.186425,41.40991
Sant Martí,el Camp de l'Arpa del Clot,AV MERIDIANA                                      ,Wednesday,February,1,18,Afternoon,1,0,1,2,2.186557,41.409004
Sant Martí,el Camp de l'Arpa del Clot,AV MERIDIANA                                      ,Saturday,February,25,8,Morning,1,0,1,2,2.18656,41.410613
Sant Martí,el Camp de l'Arpa del Clot,Meridiana / València                              ,Friday,November,24,8,Morning,2,0,2,3,2.186877,41.410354
Sant Martí,el Clot,Bilbao / Aragó                                    ,Wednesday,September,13,23,Night,1,0,1,5,2.191279,41.411973
Sant Martí,el Clot,ARAGÓ                                             ,Friday,January,6,22,Night,1,0,1,2,2.1884,41.410069
Sant Martí,el Clot,Corts Catalanes / Poblenou                        ,Friday,October,6,20,Afternoon,1,0,1,2,2.192552,41.407639
Sant Martí,el Clot,Concili de Trento / Lope de Vega                  ,Tuesday,September,26,12,Morning,1,0,1,1,2.193547,41.411987
Sant Martí,el Clot,Aragó / Las Navas de Tolosa                       ,Tuesday,August,8,23,Night,1,0,1,2,2.191279,41.411973
Sant Martí,el Clot,València                                          ,Wednesday,July,12,17,Afternoon,1,0,1,1,2.187637,41.410827
Sant Martí,el Clot,Lope de Vega / Concili de Trento                  ,Friday,May,26,8,Morning,1,0,1,3,2.193547,41.411987
Sant Martí,el Clot,Meridiana / Trinxant                              ,Sunday,April,23,11,Morning,1,0,1,2,2.186892,41.413523
Sant Martí,el Clot,Las Navas de Tolosa / Múrcia                      ,Sunday,October,1,21,Afternoon,2,0,2,2,2.187887,41.414538
Sant Martí,el Clot,Bilbao                                            ,Thursday,May,4,10,Morning,1,0,1,3,2.19303,41.410796
Sant Martí,la Verneda i la Pau,Concili de Trento / Extremadura                   ,Wednesday,August,2,11,Morning,1,0,1,2,2.211398,41.421881
Sant Martí,el Besòs i el Maresme,Litoral (Llobregat)                               ,Wednesday,May,3,11,Morning,4,0,4,2,2.221726,41.410514
Sant Martí,la Verneda i la Pau,RBLA PRIM / Rbla Guipúscoa                        ,Wednesday,February,15,1,Night,1,0,1,2,2.204909,41.422204
Sant Martí,el Besòs i el Maresme,Eduard Maristany                                  ,Saturday,December,16,18,Afternoon,1,0,1,2,2.22051,41.412138
Sant Martí,el Besòs i el Maresme,Prim                                              ,Monday,April,3,19,Afternoon,0,0,0,1,2.216609,41.413737
Sant Martí,Sant Martí de Provençals,Guipúscoa / Agricultura                           ,Wednesday,December,27,16,Afternoon,2,0,2,2,2.200363,41.418811
Sant Martí,Sant Martí de Provençals,Cantàbria / Concili de Trento                     ,Tuesday,October,31,19,Afternoon,1,0,1,2,2.202633,41.418803
Sant Martí,la Verneda i la Pau,Guipúscoa                                         ,Monday,July,10,15,Afternoon,2,0,2,1,2.201852,41.419652
Sant Martí,la Verneda i la Pau,Santander / Ca n'Oliva                            ,Tuesday,June,13,14,Afternoon,1,0,1,3,2.201282,41.426638
Sant Martí,la Verneda i la Pau,SANTANDER                                         ,Thursday,January,5,17,Afternoon,2,0,2,2,2.20173,41.42748
Sant Martí,la Verneda i la Pau,Santander                                         ,Friday,June,9,17,Afternoon,1,0,1,2,2.200553,41.426416
Sant Martí,la Verneda i la Pau,Guipúscoa                                         ,Wednesday,August,23,20,Afternoon,1,0,1,1,2.2024,41.420066
Sant Martí,Sant Martí de Provençals,CANTÀBRIA                                         ,Friday,February,3,20,Afternoon,1,0,1,1,2.204322,41.417325
Sant Martí,la Verneda i la Pau,CANTÀBRIA                                         ,Monday,January,23,18,Afternoon,1,0,1,3,2.198959,41.423403
Sant Martí,la Verneda i la Pau,SANTANDER                                         ,Sunday,March,26,6,Morning,1,0,1,1,2.198539,41.42411
Sant Martí,Provençals del Poblenou,Diagonal / Bac de Roda                            ,Thursday,October,26,21,Afternoon,1,0,1,2,2.203962,41.407568
Sant Martí,el Besòs i el Maresme,Prim                                              ,Friday,April,7,18,Afternoon,0,0,0,2,2.21694,41.412697
Sant Martí,el Besòs i el Maresme,Prim / Pujades                                    ,Friday,August,11,15,Afternoon,1,0,1,2,2.216424,41.413489
Sant Martí,Provençals del Poblenou,PERE IV                                           ,Friday,February,10,10,Morning,2,0,2,2,2.20713,41.414859
Sant Martí,el Besòs i el Maresme,Llull                                             ,Friday,June,2,6,Morning,1,0,1,1,2.216113,41.411226
Sant Martí,Provençals del Poblenou,SELVA DE MAR / Veneçuela                          ,Wednesday,March,15,8,Morning,2,0,2,1,2.20736,41.410118
Sant Martí,Provençals del Poblenou,Diagonal / Bac de Roda                            ,Thursday,October,26,8,Morning,1,0,1,1,2.203962,41.407568
Sant Martí,el Besòs i el Maresme,Maresme / Bolívia                                 ,Friday,May,12,0,Night,2,0,2,2,2.209648,41.416875
Sant Martí,el Poblenou,Ramon Turró / Ciutat de Granada                   ,Wednesday,October,18,9,Morning,3,0,3,2,2.199459,41.397299
Sant Martí,el Poblenou,AV LITORAL                                        ,Sunday,March,12,4,Night,1,0,1,1,2.208706,41.39742
Sant Martí,el Poblenou,Llull                                             ,Tuesday,June,6,9,Morning,1,0,1,2,2.19633,41.396815
Sant Martí,el Poblenou,LLULL / Ciutat de Granada                         ,Thursday,March,23,19,Afternoon,1,0,1,2,2.198332,41.398139
Sant Martí,el Poblenou,Badajoz / Icària                                  ,Sunday,December,3,13,Morning,1,0,1,2,2.200803,41.394523
Sant Martí,el Poblenou,RBLA PRIM / GV Corts Catalanes                    ,Thursday,January,5,19,Afternoon,0,0,0,1,2.208398,41.419569
Sant Martí,Provençals del Poblenou,Espronceda                                        ,Thursday,April,27,10,Morning,1,0,1,2,2.201856,41.407389
Sant Martí,Provençals del Poblenou,Espronceda / Perú                                 ,Saturday,September,9,15,Afternoon,2,0,2,2,2.198342,41.410089
Sant Martí,Provençals del Poblenou,CTRA C-31                                         ,Wednesday,February,8,17,Afternoon,0,0,0,3,2.205805,41.417384
Sant Martí,Provençals del Poblenou,Corts Catalanes / Bac de Roda                     ,Sunday,September,24,9,Morning,1,0,1,4,2.19819,41.411891
Sant Martí,Provençals del Poblenou,Espronceda / Corts Catalanes                      ,Saturday,December,2,13,Morning,0,0,0,1,2.197063,41.411044
Sant Martí,Provençals del Poblenou,C-31                                              ,Sunday,May,28,8,Morning,2,0,2,2,2.19735,41.411031
Sant Martí,Provençals del Poblenou,Marroc / Bac de Roda                              ,Sunday,October,29,17,Afternoon,1,0,1,1,2.201731,41.409239
Sant Martí,Provençals del Poblenou,C-31                                              ,Tuesday,August,1,21,Afternoon,1,0,1,2,2.193034,41.407835
Sant Martí,Provençals del Poblenou,Corts Catalanes / Selva de Mar                    ,Wednesday,July,5,16,Afternoon,0,0,0,2,2.201634,41.414447
Sant Martí,Provençals del Poblenou,Josep Pla / Perú                                  ,Tuesday,November,21,22,Night,1,0,1,2,2.206224,41.416095
Sant Martí,Provençals del Poblenou,BILBAO / GV Corts Catalanes                       ,Friday,February,10,9,Morning,1,0,1,1,2.194859,41.409289
Sant Martí,Provençals del Poblenou,Perú / Selva de Mar                               ,Saturday,April,29,14,Afternoon,1,0,1,2,2.202894,41.413519
Sant Martí,Provençals del Poblenou,Perú                                              ,Monday,July,10,14,Afternoon,1,0,1,1,2.205048,41.414983
Sant Martí,Provençals del Poblenou,SELVA DE MAR / GV Corts Catalanes                 ,Sunday,January,22,19,Afternoon,1,0,1,1,2.201634,41.414447
Sant Martí,Provençals del Poblenou,PERE IV / Fluvià                                  ,Tuesday,March,7,9,Morning,1,0,1,2,2.203038,41.40997
Sant Martí,Provençals del Poblenou,Veneçuela / Selva de Mar                          ,Friday,April,14,11,Morning,1,0,1,2,2.20736,41.410118
Sant Martí,Provençals del Poblenou,Diagonal / Bilbao                                 ,Saturday,September,16,22,Night,1,0,1,2,2.198352,41.40669
Sant Martí,Provençals del Poblenou,Perú / Poblenou                                   ,Thursday,May,18,10,Morning,1,0,1,2,2.193796,41.406675
Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,PROVENÇALS / Pujades                              ,Tuesday,February,21,8,Morning,1,0,1,1,2.208511,41.40754
Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Bac de Roda / Diagonal                            ,Thursday,November,30,19,Afternoon,2,0,2,2,2.20452,41.407344
Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Pellaires                                         ,Wednesday,May,17,9,Morning,1,0,1,1,2.210245,41.404509
Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Pellaires                                         ,Friday,May,12,12,Morning,0,0,0,2,2.209333,41.403729
Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Diagonal                                          ,Wednesday,May,3,7,Morning,1,0,1,1,2.209629,41.40958
Sant Martí,el Poblenou,Bilbao / Ramon Turró                              ,Sunday,June,25,20,Afternoon,3,0,3,4,2.205233,41.401617
Sant Martí,el Poblenou,Tànger / Poblenou                                 ,Thursday,April,20,17,Afternoon,1,0,1,1,2.196057,41.404944
Sant Martí,el Poblenou,Antic de València                                 ,Saturday,August,26,9,Morning,0,0,0,1,2.202391,41.406085
Sant Martí,el Poblenou,Pujades                                           ,Sunday,April,30,11,Morning,2,0,2,3,2.200855,41.401938
Sant Martí,el Poblenou,Litoral (Besòs)                                   ,Saturday,October,14,18,Afternoon,2,0,2,2,2.204611,41.393827
Sant Martí,el Poblenou,Litoral (Besòs)                                   ,Sunday,April,23,15,Afternoon,5,0,5,5,2.2018,41.392004
Sant Martí,el Poblenou,Litoral (Llobregat)                               ,Monday,May,22,9,Morning,1,0,1,2,2.205981,41.395376
Sant Martí,el Poblenou,RDA LITORAL(LLOBRE                                ,Monday,March,27,8,Morning,1,0,1,2,2.203103,41.393092
Sant Martí,el Parc i la Llacuna del Poblenou,Buenaventura Muñoz / Meridiana                    ,Saturday,April,1,18,Afternoon,1,0,1,2,2.186869,41.393129
Sant Martí,el Parc i la Llacuna del Poblenou,Marina / Llull                                    ,Monday,April,10,15,Afternoon,2,0,2,2,2.190224,41.392273
Sant Martí,el Parc i la Llacuna del Poblenou,Almogàvers / Sardenya                             ,Tuesday,May,16,12,Morning,1,0,1,2,2.185805,41.393971
Sant Martí,el Parc i la Llacuna del Poblenou,Marina / Buenaventura Muñoz                       ,Tuesday,July,11,9,Morning,1,0,1,1,2.187949,41.393957
Sant Martí,el Parc i la Llacuna del Poblenou,ALMOGÀVERS                                        ,Tuesday,January,17,14,Afternoon,1,0,1,2,2.189735,41.396734
Sant Martí,el Parc i la Llacuna del Poblenou,Castillejos / Meridiana                           ,Friday,September,15,9,Morning,1,0,1,2,2.186951,41.399893
Sant Martí,el Parc i la Llacuna del Poblenou,Llull / Zamora                                    ,Tuesday,June,13,21,Afternoon,1,0,1,2,2.192547,41.393928
Sant Martí,el Parc i la Llacuna del Poblenou,Buenaventura Muñoz / Meridiana                    ,Tuesday,November,28,18,Afternoon,1,0,1,2,2.186869,41.393129
Sant Martí,el Parc i la Llacuna del Poblenou,Glòries Catalanes                                 ,Monday,December,11,10,Morning,1,0,1,2,2.188033,41.402572
Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Garcia Fària                                      ,Monday,July,3,16,Afternoon,1,0,1,2,2.20964,41.400669
Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Garcia Fària / Provençals                         ,Friday,September,15,23,Night,0,0,0,1,2.213772,41.403526
Sant Martí,el Parc i la Llacuna del Poblenou,Diagonal / Ciutat de Granada                      ,Monday,December,4,14,Afternoon,1,0,1,2,2.190367,41.404181
Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Litoral                                           ,Sunday,October,22,15,Afternoon,1,0,1,2,2.21088,41.400104
Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Garcia Fària                                      ,Saturday,July,15,13,Morning,2,0,2,2,2.215322,41.404969
Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Garcia Fària                                      ,Sunday,September,24,4,Night,1,0,1,1,2.218669,41.407651
Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Litoral (Llobregat)                               ,Thursday,December,21,2,Night,2,0,2,1,2.222171,41.411355
Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Josep Pla / Garcia Fària                          ,Saturday,June,17,22,Night,2,0,2,2,2.218332,41.406911
Sant Martí,el Parc i la Llacuna del Poblenou,Badajoz                                           ,Monday,July,31,8,Morning,1,0,1,2,2.194493,41.399488
Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,B-10 (Llobregat)                                  ,Tuesday,August,8,13,Morning,2,0,2,1,2.217908,41.405822
Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Litoral (Llobregat)                               ,Wednesday,October,18,7,Morning,0,0,0,2,2.217908,41.405822
Sant Martí,el Parc i la Llacuna del Poblenou,Badajoz                                           ,Saturday,November,4,20,Afternoon,3,0,3,2,2.193389,41.40004
Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Litoral                                           ,Friday,May,26,21,Afternoon,2,0,2,2,2.214286,41.40257
Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Litoral                                           ,Thursday,June,29,19,Afternoon,1,0,1,2,2.201548,41.391097
Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Bac de Roda                                       ,Friday,October,20,17,Afternoon,1,0,1,2,2.211126,41.401901
Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Litoral (Llobregat)                               ,Saturday,December,16,19,Afternoon,1,0,1,2,2.213735,41.402829
Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,CTRA B-10 (LLOBRE)                                ,Tuesday,March,28,7,Morning,1,0,1,2,2.213735,41.402829
Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Litoral (Llobregat)                               ,Friday,November,3,7,Morning,1,0,1,2,2.21288,41.402187
Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Llevant / Diagonal                                ,Thursday,July,13,12,Morning,1,0,1,2,2.219305,41.411328
Sant Martí,el Parc i la Llacuna del Poblenou,Badajoz                                           ,Wednesday,May,31,13,Morning,2,0,2,2,2.190701,41.402084
Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,RDA LITORAL(BESÒS)                                ,Tuesday,March,28,15,Afternoon,1,0,1,2,2.214758,41.403345
Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,RDA LITORAL(BESÒS)                                ,Friday,January,13,14,Afternoon,3,0,3,4,2.217285,41.4053
Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,RDA LITORAL(LLOBRE                                ,Monday,February,13,18,Afternoon,1,0,1,2,2.218003,41.406044
Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,RDA LITORAL(BESÒS)                                ,Friday,February,17,14,Afternoon,4,0,4,4,2.21559,41.404004
Sant Martí,el Parc i la Llacuna del Poblenou,Àlaba / Almogàvers                                ,Saturday,September,9,0,Night,1,0,1,2,2.191556,41.398217
Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Garcia Fària / Bac de Roda                        ,Saturday,June,17,20,Afternoon,1,0,1,2,2.211511,41.401814
Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,RAMON TURRÓ / Ferrers                             ,Monday,January,23,10,Morning,1,0,1,2,2.21028,41.405466
Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,SELVA DE MAR / Pg Taulat                          ,Monday,February,6,7,Morning,1,0,1,2,2.213302,41.405646
Ciutat Vella,el Raval,Josep Carner / Drassanes                          ,Thursday,May,18,0,Night,3,0,3,2,2.176656,41.374429
Ciutat Vella,el Raval,Carme                                             ,Thursday,November,16,20,Afternoon,1,0,1,1,2.167196,41.380288
Ciutat Vella,el Raval,Nou de la Rambla                                  ,Friday,June,23,1,Night,1,0,1,1,2.170537,41.375415
Ciutat Vella,el Raval,Portal de la Pau                                  ,Tuesday,July,4,19,Afternoon,1,0,1,1,2.176835,41.375294
Ciutat Vella,el Raval,Portal de Santa Madrona                           ,Thursday,April,20,16,Afternoon,0,0,0,2,2.173452,41.375058
Ciutat Vella,el Raval,Litoral (Besòs)                                   ,Sunday,December,10,0,Night,1,0,1,2,2.176292,41.372365
Ciutat Vella,el Raval,Drassanes                                         ,Saturday,May,27,15,Afternoon,1,0,1,1,2.176311,41.374766
Ciutat Vella,el Raval,Litoral (Llobregat)                               ,Sunday,October,29,21,Afternoon,0,0,0,1,2.177624,41.374301
Sant Martí,la Vila Olímpica del Poblenou,Doctor Trueta / Àlaba                             ,Friday,July,14,10,Morning,1,0,1,2,2.197259,41.393964
Sant Martí,la Vila Olímpica del Poblenou,Gregal                                            ,Saturday,July,22,17,Afternoon,1,0,1,1,2.201007,41.38794
Sant Martí,la Vila Olímpica del Poblenou,Ramon Trias Fargas / Salvador Espriu              ,Tuesday,December,5,16,Afternoon,1,0,1,1,2.194805,41.387167
Sant Martí,la Vila Olímpica del Poblenou,Marítim de Nova Icària                            ,Friday,November,17,1,Night,0,0,0,1,2.201603,41.391059
Sant Martí,la Vila Olímpica del Poblenou,Litoral (Besòs)                                   ,Friday,May,19,21,Afternoon,2,0,2,2,2.199842,41.390438
Sant Martí,la Vila Olímpica del Poblenou,Litoral (Llobregat)                               ,Wednesday,July,12,8,Morning,1,0,1,2,2.197996,41.389281
Sant Martí,la Vila Olímpica del Poblenou,Icària / Moscou                                   ,Friday,September,1,14,Afternoon,1,0,1,1,2.194517,41.389066
Sant Martí,la Vila Olímpica del Poblenou,Litoral                                           ,Wednesday,December,27,4,Night,1,0,1,5,2.197392,41.388013
Sant Martí,la Vila Olímpica del Poblenou,Voluntaris Olímpics / Marina                      ,Monday,June,26,23,Night,1,0,1,2,2.195947,41.388026
Sant Martí,la Vila Olímpica del Poblenou,Ramon Turró                                       ,Saturday,October,14,13,Morning,0,0,0,6,2.189985,41.39035
Sant Martí,la Vila Olímpica del Poblenou,AV LITORAL                                        ,Saturday,January,28,2,Night,0,0,0,2,2.200096,41.389776
Ciutat Vella,el Raval,Drassanes                                         ,Friday,November,3,13,Morning,0,0,0,1,2.174252,41.376651
Ciutat Vella,el Barri Gòtic,RDA LITORAL(LLOBRE                                ,Tuesday,February,28,7,Morning,3,0,3,3,2.177375,41.373978
Ciutat Vella,el Barri Gòtic,Laietana / Argenteria                             ,Monday,May,8,21,Afternoon,1,0,1,2,2.178907,41.383833
Ciutat Vella,el Barri Gòtic,Rambla                                            ,Saturday,December,16,18,Afternoon,1,0,1,2,2.176248,41.377971
Ciutat Vella,el Barri Gòtic,Colom                                             ,Thursday,April,13,21,Afternoon,1,0,1,2,2.179138,41.377884
Ciutat Vella,el Barri Gòtic,Catalunya                                         ,Thursday,November,16,18,Afternoon,1,0,1,1,2.170717,41.385915
Ciutat Vella,el Barri Gòtic,Portal de la Pau / Colom                          ,Thursday,October,19,17,Afternoon,1,0,1,2,2.176835,41.375294
Ciutat Vella,el Barri Gòtic,Portal de la Pau / Josep Carner                   ,Saturday,December,16,10,Morning,1,0,1,2,2.177378,41.375299
Ciutat Vella,el Barri Gòtic,B-10 (Llobregat)                                  ,Sunday,August,20,7,Morning,1,0,1,1,2.179935,41.377958
Ciutat Vella,el Barri Gòtic,Litoral (Llobregat)                               ,Friday,August,4,10,Morning,0,0,0,1,2.20493,41.444642
Ciutat Vella,el Barri Gòtic,Ferran                                            ,Wednesday,June,21,11,Morning,0,0,0,1,2.176728,41.382436
Ciutat Vella,el Raval,HOSPITAL / Rbla Raval                             ,Monday,January,30,11,Morning,1,0,1,1,2.168071,41.37976
Ciutat Vella,el Raval,Rambla                                            ,Saturday,April,8,3,Night,0,0,0,1,2.170357,41.384628
Ciutat Vella,el Raval,Pelai                                             ,Saturday,October,14,9,Morning,2,0,2,1,2.165437,41.385956
Ciutat Vella,el Raval,Pelai / Gravina                                   ,Tuesday,October,31,14,Afternoon,1,0,1,1,2.165814,41.385829
Ciutat Vella,el Raval,Pelai / Bergara                                   ,Sunday,August,13,16,Afternoon,1,0,1,2,2.167707,41.385668
Ciutat Vella,el Raval,Pelai                                             ,Wednesday,April,5,20,Afternoon,2,0,2,1,2.169344,41.385405
Ciutat Vella,el Raval,PELAI                                             ,Friday,February,17,12,Morning,1,0,1,2,2.166857,41.385626
Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Palau / Marquès de l'Argentera                    ,Sunday,July,2,12,Morning,1,0,1,1,2.183262,41.38258
Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",PARC CIUTADELLA                                   ,Tuesday,January,17,16,Afternoon,1,0,1,1,2.186597,41.388181
Ciutat Vella,la Barceloneta,Almirall Cervera                                  ,Sunday,August,13,0,Night,1,0,1,1,2.188424,41.378192
Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Ciutadella                                        ,Friday,May,12,14,Afternoon,0,0,0,1,2.186597,41.388181
Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",PLA PALAU                                         ,Sunday,February,19,16,Afternoon,1,0,1,1,2.183294,41.383379
Ciutat Vella,la Barceloneta,Joan Borbó Comte Barcelona                        ,Saturday,October,21,20,Afternoon,2,0,2,1,2.188231,41.378482
Ciutat Vella,la Barceloneta,B-10 (Besòs)                                      ,Thursday,April,13,18,Afternoon,1,0,1,2,2.2018,41.392004
Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Litoral (Llobregat)                               ,Monday,September,25,19,Afternoon,1,0,1,3,2.183891,41.381171
Ciutat Vella,la Barceloneta,Doctor Aiguader                                   ,Thursday,September,14,12,Morning,3,0,3,1,2.187019,41.382208
