District Name,Neighborhood Name,Street,Weekday,Month,Day,Hour,Part of the day,Mild injuries,Serious injuries,Victims,Vehicles involved,Longitude,Latitude
Sant Martí,el Parc i la Llacuna del Poblenou,MARINA / Av Meridiana                             ,Tuesday,January,17,8,Morning,0,0,0,1,2.186871,41.394758
Sant Martí,el Parc i la Llacuna del Poblenou,Buenaventura Muñoz                                ,Wednesday,July,26,16,Afternoon,2,0,2,2,2.186027,41.392397
Sant Martí,el Parc i la Llacuna del Poblenou,Pamplona / Pujades                                ,Thursday,September,7,17,Afternoon,4,0,4,2,2.192754,41.395653
Sant Martí,la Vila Olímpica del Poblenou,MARINA / Llull                                    ,Friday,January,6,20,Afternoon,0,0,0,3,2.190224,41.392273
Sant Martí,el Parc i la Llacuna del Poblenou,Pujades / Meridiana                               ,Tuesday,April,25,15,Afternoon,1,0,1,1,2.186859,41.391505
Sant Martí,la Vila Olímpica del Poblenou,RAMON TURRÓ                                       ,Tuesday,January,31,9,Morning,1,0,1,1,2.192244,41.39176
Sant Martí,el Parc i la Llacuna del Poblenou,Castillejos / Meridiana                           ,Sunday,November,12,10,Morning,1,0,1,2,2.186951,41.399893
Sant Martí,el Parc i la Llacuna del Poblenou,PG PUJADES                                        ,Friday,February,24,13,Morning,1,0,1,2,2.184946,41.390356
Sant Martí,el Parc i la Llacuna del Poblenou,Meridiana / Joan d'Àustria                        ,Wednesday,August,30,9,Morning,1,0,1,2,2.18578,41.42525
Sant Martí,el Parc i la Llacuna del Poblenou,SANCHO DE ÁVILA / Zamora                          ,Friday,March,24,18,Afternoon,1,0,1,2,2.1881,41.397302
Sant Martí,el Parc i la Llacuna del Poblenou,Llull / Àlaba                                     ,Tuesday,December,19,9,Morning,1,0,1,2,2.194966,41.395679
Sant Martí,el Parc i la Llacuna del Poblenou,Diagonal / Ciutat de Granada                      ,Wednesday,May,17,18,Afternoon,1,0,1,2,2.190367,41.404181
Sant Martí,el Parc i la Llacuna del Poblenou,Ciutat de Granada                                 ,Thursday,October,5,17,Afternoon,1,0,1,1,2.20108,41.396182
Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Diagonal                                          ,Saturday,September,9,13,Morning,3,0,3,1,2.216406,41.410429
Sant Martí,el Parc i la Llacuna del Poblenou,Corts Catalanes                                   ,Monday,October,16,14,Afternoon,2,0,2,2,2.191231,41.40632
Sant Martí,el Parc i la Llacuna del Poblenou,AV DIAGONAL / Ciutat de Granada                   ,Thursday,January,5,23,Night,2,0,2,2,2.190367,41.404181
Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,AV DIAGONAL                                       ,Thursday,March,23,14,Afternoon,1,0,1,3,2.216406,41.410429
Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,B-10 (Besòs)                                      ,Friday,October,13,15,Afternoon,2,0,2,3,2.215527,41.403945
Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,AV LITORAL                                        ,Thursday,January,12,9,Morning,1,0,1,2,2.21088,41.400104
Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Litoral                                           ,Monday,December,18,6,Morning,1,0,1,1,2.214181,41.40224
Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,B-10 (Besòs)                                      ,Thursday,August,17,23,Night,1,0,1,2,2.218139,41.405949
Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Litoral (Llobregat)                               ,Wednesday,October,18,18,Afternoon,1,0,1,2,2.218003,41.406044
Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Taulat                                            ,Saturday,September,16,15,Afternoon,1,0,1,2,2.21688,41.40851
Sant Martí,el Parc i la Llacuna del Poblenou,Llacuna                                           ,Thursday,June,15,9,Morning,1,0,1,3,2.194503,41.404608
Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,B-10 (Llobregat)                                  ,Friday,November,24,13,Morning,4,0,4,2,2.213735,41.402829
Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Litoral (Llobregat)                               ,Wednesday,November,22,6,Morning,2,0,2,4,2.21288,41.402187
Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Litoral (Llobregat)                               ,Wednesday,November,15,18,Afternoon,1,0,1,3,2.211177,41.400898
Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Litoral (Llobregat)                               ,Tuesday,August,15,1,Night,0,0,0,1,2.209568,41.399537
Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,RDA LITORAL(BESÒS)                                ,Saturday,March,25,2,Night,0,0,0,2,2.214758,41.403345
Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,PG TAULAT                                         ,Tuesday,February,21,20,Afternoon,2,0,2,2,2.215866,41.407044
Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,RDA LITORAL(LLOBRE                                ,Wednesday,February,8,14,Afternoon,1,0,1,2,2.217908,41.405822
Sant Martí,el Parc i la Llacuna del Poblenou,BADAJOZ / Av Diagonal                             ,Saturday,January,28,12,Morning,0,0,0,1,2.188682,41.403765
Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Selva de Mar                                      ,Thursday,May,11,12,Morning,2,0,2,2,2.21453,41.404462
Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Taulat / Provençals                               ,Saturday,August,5,21,Afternoon,2,0,2,3,2.212186,41.404743
Ciutat Vella,el Raval,Josep Carner / Drassanes                          ,Tuesday,July,4,14,Afternoon,1,0,1,2,2.176656,41.374429
Ciutat Vella,el Raval,Litoral (Llobregat)                               ,Wednesday,May,3,5,Night,0,1,1,2,2.2018,41.392004
Ciutat Vella,el Raval,Sant Pau / Aldana                                 ,Tuesday,September,26,16,Afternoon,1,0,1,2,2.166569,41.376049
Ciutat Vella,el Raval,Raval                                             ,Wednesday,April,12,11,Morning,1,0,1,3,2.170245,41.378332
Ciutat Vella,el Raval,Botella / Pedró                                   ,Monday,April,24,17,Afternoon,1,0,1,2,2.165915,41.379476
Ciutat Vella,el Raval,CERA                                              ,Friday,January,27,12,Morning,0,0,0,1,2.164892,41.377683
Ciutat Vella,el Raval,RBLA RAVAL                                        ,Tuesday,February,7,18,Afternoon,1,0,1,2,2.168655,41.379683
Ciutat Vella,el Raval,Paral·lel                                         ,Tuesday,August,8,22,Night,1,0,1,2,2.170739,41.375109
Ciutat Vella,el Raval,Carme                                             ,Tuesday,October,17,1,Night,2,0,2,1,2.167081,41.380204
Ciutat Vella,el Raval,Rambla                                            ,Wednesday,May,17,15,Afternoon,1,0,1,3,2.173055,41.38111
Ciutat Vella,el Raval,PL PORTAL PAU / Rambla                            ,Friday,January,13,14,Afternoon,1,0,1,2,2.177246,41.376295
Ciutat Vella,el Raval,SANT OLEGUER / Rbla Raval                         ,Wednesday,February,15,1,Night,1,0,1,1,2.170553,41.377714
Ciutat Vella,el Raval,Drassanes                                         ,Friday,May,19,18,Afternoon,0,0,0,1,2.176311,41.374766
Sant Martí,la Vila Olímpica del Poblenou,Icària / Joan Miró                                ,Thursday,November,16,15,Afternoon,1,0,1,2,2.195536,41.38997
Sant Martí,la Vila Olímpica del Poblenou,B-10 (Llobregat)                                  ,Friday,September,29,14,Afternoon,1,0,1,2,2.197996,41.389281
Sant Martí,la Vila Olímpica del Poblenou,B-10 (Llobregat)                                  ,Wednesday,November,22,18,Afternoon,0,0,0,2,2.197996,41.389281
Sant Martí,la Vila Olímpica del Poblenou,Voluntaris Olímpics / Salvador Espriu             ,Tuesday,December,12,4,Night,1,0,1,2,2.195947,41.388026
Sant Martí,la Vila Olímpica del Poblenou,Icària / Arquitecte Sert                          ,Friday,December,1,19,Afternoon,1,0,1,2,2.197812,41.391862
Sant Martí,la Vila Olímpica del Poblenou,AV LITORAL                                        ,Friday,January,6,23,Night,2,0,2,7,2.200096,41.389776
Sant Martí,la Vila Olímpica del Poblenou,RDA LITORAL(BESÒS)                                ,Saturday,February,4,14,Afternoon,1,0,1,2,2.199842,41.390438
Sant Martí,la Vila Olímpica del Poblenou,Ramon Turró                                       ,Thursday,November,16,18,Afternoon,3,0,3,1,2.193231,41.392505
Ciutat Vella,el Barri Gòtic,Antonio López                                     ,Friday,April,7,12,Morning,1,0,1,1,2.18124,41.381196
Ciutat Vella,el Barri Gòtic,RDA LITORAL(BESÒS)                                ,Saturday,January,14,14,Afternoon,2,0,2,1,2.178455,41.37557
Ciutat Vella,el Barri Gòtic,Colom / Antonio López                             ,Friday,July,14,0,Night,2,0,2,2,2.181974,41.381016
Ciutat Vella,el Barri Gòtic,Colom                                             ,Thursday,May,11,21,Afternoon,1,0,1,2,2.181132,41.380552
Ciutat Vella,el Barri Gòtic,Ferran                                            ,Friday,August,11,10,Morning,1,0,1,1,2.174664,41.380641
Ciutat Vella,el Barri Gòtic,Catalunya                                         ,Friday,December,1,16,Afternoon,0,0,0,2,2.171002,41.386247
Ciutat Vella,el Barri Gòtic,Cardenal Casañas / Pi                             ,Wednesday,April,26,21,Afternoon,0,0,0,1,2.173679,41.382265
Ciutat Vella,el Barri Gòtic,Mercè                                             ,Sunday,August,13,10,Morning,0,0,0,1,2.179217,41.37899
Ciutat Vella,el Barri Gòtic,Rambla                                            ,Monday,June,19,14,Afternoon,1,0,1,2,2.171282,41.384094
Ciutat Vella,el Barri Gòtic,Rambla / Catalunya                                ,Wednesday,June,21,22,Night,1,0,1,2,2.170086,41.385495
Ciutat Vella,el Barri Gòtic,Colom / Portal de la Pau                          ,Tuesday,July,4,21,Afternoon,1,0,1,1,2.178021,41.376113
Ciutat Vella,el Barri Gòtic,Portal de la Pau / Josep Carner                   ,Friday,October,6,6,Morning,0,1,1,1,2.177378,41.375299
Ciutat Vella,el Barri Gòtic,Ciutat / Bellafila                                ,Friday,December,22,15,Afternoon,1,0,1,1,2.178248,41.381981
Ciutat Vella,el Barri Gòtic,Escudellers                                       ,Friday,July,28,15,Afternoon,1,0,1,1,2.177696,41.380431
Ciutat Vella,el Barri Gòtic,Sota Muralla                                      ,Tuesday,April,4,22,Night,2,0,2,1,2.182875,41.381261
Ciutat Vella,el Barri Gòtic,Colom                                             ,Sunday,May,21,21,Afternoon,0,1,1,2,2.181336,41.380848
Ciutat Vella,el Barri Gòtic,Litoral (Llobregat)                               ,Friday,June,30,18,Afternoon,1,0,1,2,2.179935,41.377958
Ciutat Vella,el Barri Gòtic,Portal de la Pau / Colom                          ,Sunday,June,11,21,Afternoon,1,0,1,2,2.178021,41.376113
Ciutat Vella,el Barri Gòtic,Litoral (Llobregat)                               ,Sunday,April,23,18,Afternoon,1,0,1,2,2.2018,41.392004
Ciutat Vella,el Barri Gòtic,Litoral (Besòs)                                   ,Tuesday,June,27,13,Morning,4,0,4,4,2.178204,41.374664
Ciutat Vella,el Barri Gòtic,Colom / Portal de la Pau                          ,Sunday,October,15,17,Afternoon,0,1,1,1,2.18025,41.379377
Ciutat Vella,el Raval,Pelai                                             ,Saturday,June,10,21,Afternoon,1,0,1,1,2.167542,41.385567
Ciutat Vella,el Raval,Rambla / Carme                                    ,Tuesday,August,8,14,Afternoon,1,0,1,2,2.171718,41.383015
Ciutat Vella,el Barri Gòtic,Tapineria                                         ,Wednesday,November,22,8,Morning,1,0,1,2,2.176688,41.384771
Ciutat Vella,el Raval,Torres i Amat                                     ,Saturday,June,24,2,Night,0,0,0,1,2.165822,41.384444
Ciutat Vella,el Raval,Carme                                             ,Thursday,June,29,22,Night,1,0,1,1,2.168502,41.381483
Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Picasso                                           ,Thursday,June,22,17,Afternoon,1,0,1,2,2.185272,41.38572
Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Palau                                             ,Wednesday,May,3,8,Morning,1,0,1,2,2.183294,41.383379
Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Palau                                             ,Tuesday,July,18,15,Afternoon,1,0,1,2,2.182508,41.382868
Ciutat Vella,la Barceloneta,Almirall Cervera / Joan Borbó Comte Barcelona     ,Sunday,November,5,6,Morning,0,0,0,2,2.188088,41.378039
Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Pujades                                           ,Sunday,August,20,18,Afternoon,1,0,1,1,2.182552,41.388562
Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Pujades / Wellington                              ,Friday,November,17,14,Afternoon,1,0,1,2,2.186859,41.391505
Ciutat Vella,la Barceloneta,Joan Borbó Comte Barcelona                        ,Thursday,June,29,21,Afternoon,2,0,2,2,2.187542,41.380235
Ciutat Vella,la Barceloneta,Doctor Aiguader                                   ,Monday,June,19,0,Night,1,0,1,2,2.187019,41.382208
Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Doctor Aiguader                                   ,Saturday,June,3,16,Afternoon,1,0,1,2,2.186253,41.382617
Ciutat Vella,la Barceloneta,Litoral (Besòs)                                   ,Friday,June,9,19,Afternoon,1,0,1,1,2.18401,41.380974
Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",PL PAU VILA                                       ,Monday,February,27,21,Afternoon,3,0,3,2,2.18535,41.382599
Ciutat Vella,la Barceloneta,B-10 (Besòs)                                      ,Monday,August,7,18,Afternoon,3,0,3,4,2.18981,41.383749
Ciutat Vella,la Barceloneta,Litoral (Besòs)                                   ,Tuesday,July,25,18,Afternoon,1,0,1,2,2.18981,41.383749
Ciutat Vella,la Barceloneta,Doctor Aiguader                                   ,Friday,August,4,18,Afternoon,2,0,2,2,2.186992,41.38296
Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",RDA LITORAL(BESÒS)                                ,Wednesday,March,15,20,Afternoon,1,0,1,3,2.185998,41.381957
Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",RDA LITORAL(LLOBRE                                ,Wednesday,March,8,10,Morning,2,0,2,3,2.184848,41.381601
Ciutat Vella,la Barceloneta,Baluard                                           ,Sunday,May,7,13,Morning,1,0,1,1,2.188899,41.380049
Ciutat Vella,la Barceloneta,Joan Borbó Comte Barcelona / La Maquinista        ,Tuesday,December,5,11,Morning,1,0,1,2,2.187152,41.380392
Ciutat Vella,el Barri Gòtic,Laietana                                          ,Wednesday,November,29,9,Morning,1,0,1,2,2.175843,41.386008
Ciutat Vella,el Barri Gòtic,Laietana                                          ,Sunday,December,24,17,Afternoon,0,0,0,2,2.175169,41.386449
Ciutat Vella,el Barri Gòtic,Laietana                                          ,Thursday,December,21,4,Night,0,0,0,1,2.172844,41.388271
Ciutat Vella,el Barri Gòtic,VIA LAIETANA                                      ,Friday,February,24,12,Morning,1,0,1,1,2.173972,41.387699
Ciutat Vella,la Barceloneta,Marítim de la Barceloneta                         ,Wednesday,July,12,18,Afternoon,1,0,1,2,2.193327,41.381227
Ciutat Vella,la Barceloneta,Marítim de la Barceloneta                         ,Saturday,May,6,18,Afternoon,1,0,1,1,2.195216,41.383433
Ciutat Vella,la Barceloneta,Marítim de la Barceloneta                         ,Friday,April,14,15,Afternoon,1,0,1,1,2.194666,41.383405
Ciutat Vella,la Barceloneta,Salvador Espriu / Ramon Trias Fargas              ,Saturday,May,20,21,Afternoon,1,0,1,2,2.194805,41.387167
Ciutat Vella,la Barceloneta,Ramon Trias Fargas / Salvador Espriu              ,Friday,July,21,11,Morning,1,0,1,2,2.194805,41.387167
Ciutat Vella,la Barceloneta,AV LITORAL                                        ,Sunday,March,5,8,Morning,0,0,0,1,2.194739,41.386026
Ciutat Vella,la Barceloneta,Litoral                                           ,Wednesday,May,10,16,Afternoon,1,0,1,2,2.19508,41.386285
Ciutat Vella,la Barceloneta,Litoral                                           ,Sunday,August,6,15,Afternoon,1,0,1,3,2.194739,41.386026
Ciutat Vella,la Barceloneta,Litoral (Besòs)                                   ,Thursday,December,7,18,Afternoon,1,0,1,2,2.191069,41.384322
Ciutat Vella,la Barceloneta,B-10 (Besòs)                                      ,Tuesday,April,11,11,Morning,2,0,2,3,2.2018,41.392004
Ciutat Vella,la Barceloneta,Litoral (Llobregat)                               ,Wednesday,May,24,15,Afternoon,1,0,1,3,2.188893,41.383551
Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Picasso / Pujades                                 ,Monday,December,18,12,Morning,2,0,2,4,2.182438,41.388166
Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Pujades / Lluís Companys                          ,Sunday,October,29,13,Morning,1,0,1,2,2.18304,41.388628
Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Roger de Flor / Pujades                           ,Friday,September,8,12,Morning,1,0,1,4,2.184576,41.389759
Eixample,Sant Antoni,Corts Catalanes                                   ,Tuesday,August,15,17,Afternoon,1,0,1,2,2.150375,41.37564
Eixample,Sant Antoni,Corts Catalanes / Llança                          ,Friday,December,29,8,Morning,2,0,2,2,2.15065,41.376183
Eixample,Sant Antoni,Corts Catalanes / Vilamarí                        ,Wednesday,August,9,22,Night,1,0,1,2,2.15178,41.377044
Eixample,Sant Antoni,Vilamarí / Paral·lel                              ,Monday,December,11,8,Morning,1,0,1,2,2.154167,41.375
Eixample,Sant Antoni,Sepúlveda / Paral·lel                             ,Tuesday,June,27,14,Afternoon,1,0,1,2,2.151898,41.374999
Eixample,Sant Antoni,Vilamarí / Mistral                                ,Thursday,July,20,9,Morning,1,0,1,2,2.153508,41.375736
Eixample,Sant Antoni,SEPÚLVEDA / Entença                               ,Tuesday,January,10,17,Afternoon,1,0,1,2,2.154165,41.376925
Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",SANT PERE MÉS ALT / Amadeu Vives                  ,Thursday,March,9,18,Afternoon,1,0,1,2,2.175685,41.387527
Eixample,Sant Antoni,Sepúlveda                                         ,Wednesday,November,22,8,Morning,1,0,1,2,2.15392,41.376606
Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Laietana                                          ,Saturday,November,11,9,Morning,0,0,0,1,2.175244,41.386739
Eixample,Sant Antoni,Tamarit / Paral·lel                               ,Thursday,May,4,13,Morning,1,0,1,2,2.156432,41.374991
Eixample,Sant Antoni,Paral·lel                                         ,Thursday,December,14,14,Afternoon,2,0,2,1,2.155842,41.375192
Eixample,Sant Antoni,PG LLUÍS COMPANYS                                 ,Tuesday,February,14,14,Afternoon,1,0,1,1,2.18233,41.39058
Eixample,Sant Antoni,GV CORTS CATALANES                                ,Wednesday,February,15,7,Morning,1,0,1,2,2.150557,41.375776
Eixample,Sant Antoni,GV CORTS CATALANES                                ,Sunday,January,29,16,Afternoon,2,0,2,2,2.151228,41.376939
Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Princesa                                          ,Thursday,October,5,11,Morning,0,0,0,1,2.181917,41.38658
Eixample,Sant Antoni,ENTENÇA / Sepúlveda                               ,Friday,January,27,11,Morning,1,0,1,1,2.154165,41.376925
Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Laietana                                          ,Friday,December,15,19,Afternoon,2,0,2,1,2.181197,41.381967
Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Laietana / Bòria                                  ,Friday,May,12,22,Night,1,0,1,2,2.178463,41.384166
Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Laietana                                          ,Sunday,July,30,16,Afternoon,1,0,1,2,2.181197,41.381967
Eixample,la Nova Esquerra de l'Eixample,Aragó / Calàbria                                  ,Wednesday,November,8,14,Afternoon,1,0,1,2,2.151664,41.382226
Eixample,la Nova Esquerra de l'Eixample,Diputació                                         ,Tuesday,June,6,16,Afternoon,2,0,2,2,2.156628,41.38242
Eixample,la Nova Esquerra de l'Eixample,Mallorca                                          ,Tuesday,October,17,9,Morning,1,0,1,2,2.151269,41.38519
Eixample,la Nova Esquerra de l'Eixample,València / Calàbria                               ,Sunday,May,14,13,Morning,2,0,2,2,2.150545,41.383079
Eixample,la Nova Esquerra de l'Eixample,Entença / Roma                                    ,Tuesday,August,22,14,Afternoon,1,0,1,2,2.14719,41.38219
Eixample,la Nova Esquerra de l'Eixample,Corts Catalanes / Comte Borrell                   ,Saturday,May,13,13,Morning,1,0,1,1,2.157427,41.381284
Eixample,la Nova Esquerra de l'Eixample,Corts Catalanes                                   ,Monday,October,9,20,Afternoon,2,0,2,2,2.15808,41.382092
Eixample,la Nova Esquerra de l'Eixample,Corts Catalanes / Comte d'Urgell                  ,Friday,November,24,9,Morning,1,0,1,2,2.158561,41.382137
Eixample,la Nova Esquerra de l'Eixample,Corts Catalanes / Comte d'Urgell                  ,Thursday,April,6,10,Morning,1,0,1,2,2.158561,41.382137
Eixample,la Nova Esquerra de l'Eixample,Aragó / Viladomat                                 ,Friday,July,7,17,Afternoon,2,0,2,2,2.152804,41.383075
Eixample,la Nova Esquerra de l'Eixample,Comte d'Urgell / Aragó                            ,Wednesday,May,10,17,Afternoon,1,0,1,2,2.155059,41.384771
Eixample,la Nova Esquerra de l'Eixample,Rocafort / Diputació                              ,Monday,May,22,16,Afternoon,1,0,1,2,2.152792,41.379675
Eixample,la Nova Esquerra de l'Eixample,GV CORTS CATALANES / Comte d'Urgell               ,Tuesday,March,21,10,Morning,1,0,1,2,2.158561,41.382137
Eixample,la Nova Esquerra de l'Eixample,AV ROMA / Nicaragua                               ,Friday,March,3,15,Afternoon,1,0,1,3,2.144353,41.380924
Eixample,la Nova Esquerra de l'Eixample,AV ROMA / Llança                                  ,Monday,February,20,9,Morning,1,0,1,3,2.144353,41.380924
Eixample,la Nova Esquerra de l'Eixample,Aragó / Viladomat                                 ,Tuesday,July,4,18,Afternoon,1,0,1,2,2.152804,41.383075
Eixample,la Nova Esquerra de l'Eixample,Entença / Diputació                               ,Saturday,December,16,1,Night,1,0,1,2,2.151653,41.378821
Eixample,la Nova Esquerra de l'Eixample,Entença                                           ,Saturday,April,29,21,Afternoon,2,0,2,3,2.143054,41.385185
Eixample,la Nova Esquerra de l'Eixample,Roma                                              ,Friday,July,21,6,Morning,2,0,2,1,2.147109,41.381888
Eixample,la Nova Esquerra de l'Eixample,Consell de Cent / Calàbria                        ,Tuesday,September,26,11,Morning,1,0,1,1,2.152795,41.381376
Eixample,la Nova Esquerra de l'Eixample,Aragó / Entença                                   ,Thursday,August,24,8,Morning,1,0,1,2,2.14941,41.380523
Eixample,la Nova Esquerra de l'Eixample,AV ROMA / Entença                                 ,Tuesday,January,3,12,Morning,2,0,2,2,2.14719,41.38219
Eixample,la Nova Esquerra de l'Eixample,ENTENÇA / Còrsega                                 ,Thursday,February,23,19,Afternoon,1,0,1,2,2.143749,41.384787
Eixample,la Nova Esquerra de l'Eixample,Vilamarí / Aragó                                  ,Tuesday,May,9,18,Afternoon,1,0,1,1,2.148281,41.379678
Eixample,la Nova Esquerra de l'Eixample,València / Vilamarí                               ,Tuesday,April,11,0,Night,1,0,1,2,2.147159,41.38053
Eixample,la Nova Esquerra de l'Eixample,Viladomat / Diputació                             ,Monday,July,24,14,Afternoon,1,0,1,2,2.155061,41.381374
Eixample,la Nova Esquerra de l'Eixample,Mallorca / Comte Borrell                          ,Thursday,June,29,20,Afternoon,1,0,1,2,2.15169,41.385639
Eixample,la Nova Esquerra de l'Eixample,Comte d'Urgell                                    ,Sunday,August,13,6,Morning,1,0,1,2,2.154467,41.385032
Eixample,la Nova Esquerra de l'Eixample,Comte d'Urgell                                    ,Wednesday,December,20,20,Afternoon,1,0,1,2,2.15428,41.385572
Eixample,la Nova Esquerra de l'Eixample,Rosselló / Entença                                ,Thursday,September,7,8,Morning,1,0,1,2,2.144892,41.383925
Eixample,la Nova Esquerra de l'Eixample,Comte d'Urgell / Mallorca                         ,Wednesday,April,19,17,Afternoon,2,0,2,1,2.1528,41.386489
Eixample,Sant Antoni,GV CORTS CATALANES / Calàbria                     ,Friday,January,6,15,Afternoon,1,0,1,2,2.155159,41.379583
Eixample,Sant Antoni,Sepúlveda                                         ,Friday,November,10,20,Afternoon,1,0,1,2,2.156905,41.378853
Eixample,Sant Antoni,SEPÚLVEDA                                         ,Saturday,February,25,4,Night,0,0,0,2,2.15702,41.379217
Eixample,Sant Antoni,Floridablanca / Comte Borrell                     ,Sunday,April,30,11,Morning,1,0,1,3,2.159817,41.379476
Eixample,Sant Antoni,Paral·lel / Comte Borrell                         ,Sunday,September,10,0,Night,1,0,1,2,2.16548,41.374967
Eixample,Sant Antoni,Comte Borrell / Floridablanca                     ,Tuesday,November,14,21,Afternoon,1,0,1,2,2.159817,41.379476
Eixample,Sant Antoni,Parlament / Paral·lel                             ,Sunday,May,14,18,Afternoon,1,0,1,1,2.160933,41.374978
Eixample,Sant Antoni,Floridablanca / Comte d'Urgell                    ,Wednesday,June,28,13,Morning,1,0,1,1,2.160946,41.380329
Eixample,Sant Antoni,Villarroel / Corts Catalanes                      ,Sunday,April,2,20,Afternoon,0,0,0,2,2.159702,41.382987
Eixample,Sant Antoni,Sepúlveda                                         ,Saturday,December,16,21,Afternoon,1,0,1,2,2.160688,41.381697
Eixample,Sant Antoni,Sepúlveda                                         ,Wednesday,October,25,9,Morning,1,0,1,2,2.161742,41.382493
Eixample,Sant Antoni,Comte d'Urgell / Tamarit                          ,Thursday,June,22,15,Afternoon,1,0,1,2,2.162084,41.379479
Eixample,la Nova Esquerra de l'Eixample,Provença / Viladomat                              ,Friday,April,21,8,Morning,1,0,1,2,2.149425,41.385628
Eixample,Sant Antoni,VILLARROEL / GV Corts Catalanes                   ,Tuesday,January,31,0,Night,1,0,1,1,2.159702,41.382987
Eixample,Sant Antoni,Casanova / Corts Catalanes                        ,Thursday,November,9,19,Afternoon,1,0,1,2,2.160816,41.383834
Eixample,Sant Antoni,Corts Catalanes / Casanova                        ,Friday,April,14,6,Morning,0,1,1,1,2.160816,41.383834
Eixample,Sant Antoni,SEPÚLVEDA / Villarroel                            ,Sunday,January,29,21,Afternoon,1,0,1,2,2.160959,41.382036
Eixample,Sant Antoni,Corts Catalanes                                   ,Monday,April,10,7,Morning,1,0,1,1,2.162984,41.385128
Eixample,la Nova Esquerra de l'Eixample,CALÀBRIA / Còrsega                                ,Wednesday,March,29,10,Morning,1,0,1,1,2.146009,41.386491
Eixample,Sant Antoni,Sant Antoni                                       ,Tuesday,October,17,12,Morning,1,0,1,2,2.163401,41.382358
Eixample,Sant Antoni,CALÀBRIA / Tamarit                                ,Friday,March,17,0,Night,1,0,1,2,2.158678,41.376926
Eixample,Sant Antoni,Corts Catalanes / Calàbria                        ,Friday,April,7,10,Morning,1,0,1,2,2.155159,41.379583
Eixample,Sant Antoni,Corts Catalanes / Calàbria                        ,Saturday,May,13,15,Afternoon,1,0,1,2,2.155159,41.379583
Eixample,Sant Antoni,Rocafort / Sepúlveda                              ,Thursday,November,30,21,Afternoon,1,0,1,2,2.155303,41.377779
Eixample,Sant Antoni,SEPÚLVEDA / Villarroel                            ,Monday,March,6,15,Afternoon,1,0,1,2,2.160959,41.382036
Eixample,Sant Antoni,Floridablanca / Calàbria                          ,Sunday,October,29,19,Afternoon,1,0,1,2,2.157555,41.377781
Eixample,Sant Antoni,Tamarit / Villarroel                              ,Sunday,October,15,7,Morning,1,0,1,1,2.163313,41.380341
Eixample,la Sagrada Família,Cartagena / València                              ,Monday,October,30,18,Afternoon,1,0,1,2,2.18111,41.406037
Eixample,la Dreta de l'Eixample,GV CORTS CATALANES                                ,Wednesday,February,15,13,Morning,1,0,1,2,2.167544,41.389205
Eixample,la Dreta de l'Eixample,ARAGÓ / Pau Claris                                ,Monday,March,6,21,Afternoon,3,0,3,4,2.166376,41.393276
Eixample,la Dreta de l'Eixample,Pau Claris / Diagonal                             ,Tuesday,October,3,9,Morning,1,0,1,2,2.161465,41.397016
Eixample,la Dreta de l'Eixample,AV DIAGONAL / Roger de Llúria                     ,Sunday,January,8,6,Morning,1,1,2,2,2.163111,41.397455
Eixample,la Dreta de l'Eixample,Pau Claris / Provença                             ,Saturday,November,25,12,Morning,1,0,1,3,2.162979,41.395876
