Year,District_Code,District_Name,Neighborhood_Code,Neighborhood_Name,Gender,Age,Number
2013,3,Sants-Montjuïc,18,Sants,Female,90-94,282
2014,2,Eixample,5,el Fort Pienc,Female,45-49,878
2013,3,Sants-Montjuïc,18,Sants,Male,55-59,1176
2013,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Female,45-49,1271
2013,7,Horta-Guinardó,41,la Vall d'Hebron,Male,60-64,107
2016,6,Gràcia,29,el Coll,Male,5-9,113
2016,8,Nou Barris,54,Torre Baró,Female,55-59,84
2014,8,Nou Barris,50,les Roquetes,Female,40-44,492
2013,7,Horta-Guinardó,37,el Carmel,Female,70-74,872
2017,7,Horta-Guinardó,39,Sant Genís dels Agudells,Male,80-84,189
2017,10,Sant Martí,65,el Clot,Female,55-59,1064
2015,8,Nou Barris,46,el Turó de la Peira,Male,45-49,580
2013,8,Nou Barris,48,la Guineueta,Male,35-39,463
2014,8,Nou Barris,45,Porta,Female,15-19,338
2015,9,Sant Andreu,62,el Congrés i els Indians,Female,80-84,533
2017,3,Sants-Montjuïc,18,Sants,Female,85-89,757
2014,7,Horta-Guinardó,37,el Carmel,Male,25-29,890
2014,8,Nou Barris,46,el Turó de la Peira,Male,55-59,400
2017,7,Horta-Guinardó,38,la Teixonera,Male,90-94,18
2017,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Male,55-59,828
2016,10,Sant Martí,64,el Camp de l'Arpa del Clot,Male,50-54,1237
2014,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Male,50-54,836
2013,3,Sants-Montjuïc,11,el Poble Sec,Female,50-54,1384
2017,8,Nou Barris,46,el Turó de la Peira,Male,45-49,574
2016,10,Sant Martí,70,el Besòs i el Maresme,Male,5-9,645
2016,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Female,5-9,632
2013,8,Nou Barris,50,les Roquetes,Female,30-34,739
2015,9,Sant Andreu,58,Baró de Viver,Male,5-9,68
2013,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Female,60-64,1454
2016,7,Horta-Guinardó,40,Montbau,Male,15-19,103
2014,7,Horta-Guinardó,35,el Guinardó,Female,55-59,1196
2013,7,Horta-Guinardó,33,el Baix Guinardó,Male,0-4,494
2017,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Male,10-14,426
2016,6,Gràcia,29,el Coll,Female,80-84,126
2016,6,Gràcia,30,la Salut,Male,45-49,418
2014,9,Sant Andreu,63,Navas,Female,55-59,780
2015,8,Nou Barris,46,el Turó de la Peira,Male,30-34,308
2016,7,Horta-Guinardó,40,Montbau,Male,70-74,52
2016,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Male,60-64,199
2017,8,Nou Barris,56,Vallbona,Female,45-49,36
2015,10,Sant Martí,64,el Camp de l'Arpa del Clot,Female,25-29,1289
2014,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Male,30-34,690
2017,10,Sant Martí,72,Sant Martí de Provençals,Male,0-4,519
2016,8,Nou Barris,51,Verdun,Male,80-84,220
2014,10,Sant Martí,71,Provençals del Poblenou,Female,60-64,554
2013,10,Sant Martí,67,la Vila Olímpica del Poblenou,Male,5-9,226
2014,7,Horta-Guinardó,41,la Vall d'Hebron,Male,10-14,104
2013,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Female,70-74,487
2017,9,Sant Andreu,61,la Sagrera,Male,65-69,890
2013,8,Nou Barris,54,Torre Baró,Female,65-69,38
2015,7,Horta-Guinardó,40,Montbau,Female,80-84,260
2017,9,Sant Andreu,59,el Bon Pastor,Female,5-9,413
2015,7,Horta-Guinardó,42,la Clota,Female,85-89,7
2017,9,Sant Andreu,59,el Bon Pastor,Male,40-44,688
2017,8,Nou Barris,56,Vallbona,Female,10-14,26
2015,3,Sants-Montjuïc,14,la Font de la Guatlla,Female,50-54,286
2013,7,Horta-Guinardó,38,la Teixonera,Male,80-84,133
2017,2,Eixample,6,la Sagrada Família,Male,>=95,48
2014,2,Eixample,5,el Fort Pienc,Female,60-64,995
2014,10,Sant Martí,65,el Clot,Female,>=95,40
2013,4,Les Corts,19,les Corts,Male,>=95,27
