Year,District_Code,District_Name,Neighborhood_Code,Neighborhood_Name,Gender,Age,Number
2016,8,Nou Barris,45,Porta,Female,40-44,1037
2016,3,Sants-Montjuïc,17,Sants - Badal,Female,30-34,976
2013,2,Eixample,5,el Fort Pienc,Female,10-14,605
2017,1,Ciutat Vella,1,el Raval,Male,15-19,838
2016,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Male,70-74,724
2017,8,Nou Barris,48,la Guineueta,Male,75-79,285
2016,8,Nou Barris,48,la Guineueta,Female,15-19,283
2014,7,Horta-Guinardó,36,la Font d'en Fargues,Male,5-9,199
2014,2,Eixample,6,la Sagrada Família,Female,35-39,2295
2014,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Female,70-74,78
2013,8,Nou Barris,53,la Trinitat Nova,Male,50-54,272
2013,7,Horta-Guinardó,36,la Font d'en Fargues,Female,35-39,308
2014,2,Eixample,6,la Sagrada Família,Male,55-59,1518
2014,1,Ciutat Vella,2,el Barri Gòtic,Male,75-79,192
2013,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Male,80-84,15
2016,5,Sarrià-Sant Gervasi,24,les Tres Torres,Male,45-49,561
2015,1,Ciutat Vella,3,la Barceloneta,Female,>=95,30
2017,9,Sant Andreu,57,la Trinitat Vella,Male,15-19,273
2014,7,Horta-Guinardó,37,el Carmel,Female,40-44,1018
2016,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Male,70-74,258
2016,10,Sant Martí,64,el Camp de l'Arpa del Clot,Female,45-49,1353
2015,8,Nou Barris,46,el Turó de la Peira,Male,0-4,346
2014,6,Gràcia,31,la Vila de Gràcia,Female,40-44,2084
2013,8,Nou Barris,54,Torre Baró,Female,30-34,59
2017,4,Les Corts,21,Pedralbes,Male,0-4,233
2016,8,Nou Barris,46,el Turó de la Peira,Male,5-9,343
2014,7,Horta-Guinardó,39,Sant Genís dels Agudells,Female,65-69,218
2017,9,Sant Andreu,59,el Bon Pastor,Female,45-49,512
2014,7,Horta-Guinardó,43,Horta,Male,90-94,72
2016,3,Sants-Montjuïc,14,la Font de la Guatlla,Male,90-94,22
2015,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Female,80-84,574
2014,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Female,35-39,18
2017,3,Sants-Montjuïc,13,la Marina de Port,Male,0-4,606
2017,7,Horta-Guinardó,35,el Guinardó,Male,15-19,741
2017,6,Gràcia,30,la Salut,Male,45-49,433
2016,8,Nou Barris,50,les Roquetes,Male,80-84,175
2016,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Female,45-49,1167
2017,10,Sant Martí,71,Provençals del Poblenou,Male,30-34,700
2017,7,Horta-Guinardó,39,Sant Genís dels Agudells,Male,55-59,150
2017,7,Horta-Guinardó,34,Can Baró,Male,15-19,184
2014,10,Sant Martí,65,el Clot,Male,85-89,187
2015,9,Sant Andreu,58,Baró de Viver,Female,50-54,77
2014,10,Sant Martí,70,el Besòs i el Maresme,Female,0-4,517
2014,3,Sants-Montjuïc,17,Sants - Badal,Female,35-39,1030
2014,6,Gràcia,30,la Salut,Male,40-44,477
2013,6,Gràcia,28,Vallcarca i els Penitents,Male,70-74,280
2017,3,Sants-Montjuïc,13,la Marina de Port,Male,65-69,640
2016,10,Sant Martí,67,la Vila Olímpica del Poblenou,Male,25-29,167
2013,2,Eixample,7,la Dreta de l'Eixample,Female,10-14,603
2014,1,Ciutat Vella,1,el Raval,Female,25-29,2122
2015,7,Horta-Guinardó,40,Montbau,Female,85-89,148
2016,9,Sant Andreu,62,el Congrés i els Indians,Female,65-69,280
2014,10,Sant Martí,64,el Camp de l'Arpa del Clot,Male,70-74,729
2013,3,Sants-Montjuïc,17,Sants - Badal,Male,>=95,8
2014,8,Nou Barris,56,Vallbona,Female,50-54,18
2017,9,Sant Andreu,57,la Trinitat Vella,Female,20-24,270
2017,3,Sants-Montjuïc,15,Hostafrancs,Male,25-29,571
2016,8,Nou Barris,49,Canyelles,Female,5-9,104
2015,8,Nou Barris,55,Ciutat Meridiana,Female,80-84,153
2017,7,Horta-Guinardó,37,el Carmel,Male,35-39,1271
2016,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Female,65-69,1232
2017,7,Horta-Guinardó,43,Horta,Male,50-54,968
2014,4,Les Corts,19,les Corts,Female,65-69,1456
2013,9,Sant Andreu,59,el Bon Pastor,Male,25-29,378
2016,2,Eixample,9,la Nova Esquerra de l'Eixample,Female,55-59,2221
2015,7,Horta-Guinardó,34,Can Baró,Male,40-44,267
2014,2,Eixample,7,la Dreta de l'Eixample,Female,70-74,1021
2015,3,Sants-Montjuïc,17,Sants - Badal,Female,55-59,755
2017,7,Horta-Guinardó,37,el Carmel,Male,10-14,699
2015,10,Sant Martí,68,el Poblenou,Female,50-54,1164
2015,2,Eixample,6,la Sagrada Família,Female,80-84,1303
2013,8,Nou Barris,52,la Prosperitat,Female,55-59,721
2013,7,Horta-Guinardó,41,la Vall d'Hebron,Male,25-29,120
2014,10,Sant Martí,73,la Verneda i la Pau,Male,5-9,521
2013,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Female,70-74,34
2015,2,Eixample,7,la Dreta de l'Eixample,Male,30-34,1689
