Year,District_Code,District_Name,Neighborhood_Code,Neighborhood_Name,Gender,Age,Number
2016,7,Horta-Guinardó,33,el Baix Guinardó,Male,40-44,967
2016,10,Sant Martí,71,Provençals del Poblenou,Female,20-24,499
2013,8,Nou Barris,52,la Prosperitat,Male,75-79,542
2013,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Female,0-4,305
2014,7,Horta-Guinardó,40,Montbau,Female,90-94,76
2013,2,Eixample,10,Sant Antoni,Female,75-79,1093
2017,3,Sants-Montjuïc,14,la Font de la Guatlla,Male,60-64,271
2016,4,Les Corts,19,les Corts,Male,70-74,1181
2017,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Female,25-29,108
2015,8,Nou Barris,49,Canyelles,Female,25-29,183
2016,8,Nou Barris,47,Can Peguera,Male,25-29,55
2014,9,Sant Andreu,63,Navas,Male,85-89,160
2013,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Female,75-79,334
2015,10,Sant Martí,73,la Verneda i la Pau,Male,>=95,15
2013,3,Sants-Montjuïc,13,la Marina de Port,Male,0-4,754
2013,7,Horta-Guinardó,35,el Guinardó,Female,70-74,912
2014,6,Gràcia,28,Vallcarca i els Penitents,Male,20-24,356
2014,7,Horta-Guinardó,39,Sant Genís dels Agudells,Female,75-79,291
2017,9,Sant Andreu,60,Sant Andreu,Female,5-9,1329
2014,1,Ciutat Vella,1,el Raval,Male,25-29,2577
2015,10,Sant Martí,73,la Verneda i la Pau,Female,30-34,883
2015,4,Les Corts,19,les Corts,Female,50-54,1381
2013,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Male,10-14,502
2014,10,Sant Martí,73,la Verneda i la Pau,Female,60-64,980
2017,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Female,20-24,793
2016,3,Sants-Montjuïc,16,la Bordeta,Female,50-54,738
2013,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Male,50-54,662
2013,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Female,55-59,30
2017,8,Nou Barris,56,Vallbona,Female,50-54,39
2013,7,Horta-Guinardó,36,la Font d'en Fargues,Male,50-54,340
2016,7,Horta-Guinardó,35,el Guinardó,Female,60-64,905
2015,3,Sants-Montjuïc,18,Sants,Female,55-59,1452
2014,7,Horta-Guinardó,33,el Baix Guinardó,Male,85-89,198
2013,7,Horta-Guinardó,42,la Clota,Female,50-54,7
2017,9,Sant Andreu,60,Sant Andreu,Male,85-89,433
2016,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Female,20-24,1384
2016,9,Sant Andreu,59,el Bon Pastor,Female,45-49,481
2016,7,Horta-Guinardó,35,el Guinardó,Female,55-59,1243
2015,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Female,35-39,1481
2013,7,Horta-Guinardó,40,Montbau,Female,85-89,173
2014,7,Horta-Guinardó,36,la Font d'en Fargues,Male,25-29,222
2014,7,Horta-Guinardó,35,el Guinardó,Male,70-74,719
2016,5,Sarrià-Sant Gervasi,23,Sarrià,Female,80-84,461
2016,9,Sant Andreu,58,Baró de Viver,Female,70-74,35
2014,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Female,90-94,262
2017,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Female,50-54,516
2013,8,Nou Barris,47,Can Peguera,Female,35-39,72
2013,3,Sants-Montjuïc,11,el Poble Sec,Female,5-9,790
2017,6,Gràcia,29,el Coll,Male,75-79,131
2013,7,Horta-Guinardó,33,el Baix Guinardó,Female,30-34,1022
2016,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Female,50-54,672
2013,8,Nou Barris,52,la Prosperitat,Male,0-4,598
2016,10,Sant Martí,72,Sant Martí de Provençals,Male,45-49,1004
2013,2,Eixample,5,el Fort Pienc,Male,90-94,82
2015,4,Les Corts,21,Pedralbes,Female,50-54,405
2016,10,Sant Martí,67,la Vila Olímpica del Poblenou,Female,35-39,272
2014,8,Nou Barris,50,les Roquetes,Male,45-49,455
2013,10,Sant Martí,73,la Verneda i la Pau,Female,90-94,161
2016,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Female,20-24,196
2015,8,Nou Barris,51,Verdun,Male,55-59,308
2015,8,Nou Barris,45,Porta,Male,40-44,1036
2017,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Female,10-14,790
2014,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Male,5-9,18
2015,4,Les Corts,21,Pedralbes,Male,90-94,53
2015,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Male,35-39,40
2014,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Male,5-9,543
2013,4,Les Corts,19,les Corts,Female,90-94,353
2014,10,Sant Martí,70,el Besòs i el Maresme,Male,>=95,6
2015,7,Horta-Guinardó,40,Montbau,Female,0-4,79
2013,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Female,>=95,79
2015,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Female,5-9,164
2014,7,Horta-Guinardó,42,la Clota,Male,30-34,17
2014,7,Horta-Guinardó,36,la Font d'en Fargues,Male,0-4,194
