Year,District_Code,District_Name,Neighborhood_Code,Neighborhood_Name,Gender,Age,Number
2014,9,Sant Andreu,57,la Trinitat Vella,Female,0-4,323
2014,6,Gràcia,29,el Coll,Female,60-64,227
2015,3,Sants-Montjuïc,16,la Bordeta,Female,45-49,684
2014,10,Sant Martí,67,la Vila Olímpica del Poblenou,Male,60-64,294
2013,6,Gràcia,29,el Coll,Female,45-49,282
2016,4,Les Corts,20,la Maternitat i Sant Ramon,Male,90-94,58
2015,4,Les Corts,21,Pedralbes,Male,85-89,123
2017,10,Sant Martí,64,el Camp de l'Arpa del Clot,Female,10-14,681
2017,7,Horta-Guinardó,35,el Guinardó,Female,80-84,889
2014,7,Horta-Guinardó,40,Montbau,Female,5-9,105
2017,7,Horta-Guinardó,36,la Font d'en Fargues,Male,75-79,162
2016,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Male,70-74,747
2017,8,Nou Barris,52,la Prosperitat,Male,75-79,608
2016,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Female,5-9,444
2016,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Female,30-34,638
2014,9,Sant Andreu,63,Navas,Male,50-54,715
2014,7,Horta-Guinardó,40,Montbau,Male,55-59,104
2013,8,Nou Barris,53,la Trinitat Nova,Female,5-9,195
2014,8,Nou Barris,53,la Trinitat Nova,Female,10-14,133
2017,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Female,85-89,514
2016,3,Sants-Montjuïc,13,la Marina de Port,Male,20-24,664
2014,9,Sant Andreu,60,Sant Andreu,Female,50-54,2132
2017,8,Nou Barris,51,Verdun,Female,0-4,263
2017,10,Sant Martí,73,la Verneda i la Pau,Female,70-74,1013
2014,4,Les Corts,19,les Corts,Male,55-59,1405
2014,7,Horta-Guinardó,38,la Teixonera,Male,60-64,182
2014,1,Ciutat Vella,2,el Barri Gòtic,Male,15-19,173
2017,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Male,65-69,470
2015,7,Horta-Guinardó,37,el Carmel,Male,20-24,600
2017,7,Horta-Guinardó,40,Montbau,Female,35-39,171
2017,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Male,40-44,879
2013,8,Nou Barris,46,el Turó de la Peira,Female,>=95,18
2014,9,Sant Andreu,63,Navas,Male,0-4,442
2015,8,Nou Barris,47,Can Peguera,Female,75-79,54
2017,6,Gràcia,29,el Coll,Male,0-4,146
2014,3,Sants-Montjuïc,16,la Bordeta,Female,35-39,595
2015,8,Nou Barris,50,les Roquetes,Male,>=95,2
2015,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Female,>=95,89
