Year,District_Code,District_Name,Neighborhood_Code,Neighborhood_Name,Gender,Age,Number
2014,3,Sants-Montjuïc,17,Sants - Badal,Male,30-34,1007
2014,10,Sant Martí,68,el Poblenou,Female,35-39,1801
2017,3,Sants-Montjuïc,15,Hostafrancs,Male,40-44,709
2017,5,Sarrià-Sant Gervasi,24,les Tres Torres,Female,70-74,440
2016,5,Sarrià-Sant Gervasi,24,les Tres Torres,Female,40-44,648
2016,10,Sant Martí,65,el Clot,Female,90-94,192
2014,3,Sants-Montjuïc,15,Hostafrancs,Male,25-29,610
2013,8,Nou Barris,47,Can Peguera,Female,20-24,63
2017,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Female,25-29,1213
2016,10,Sant Martí,67,la Vila Olímpica del Poblenou,Male,75-79,77
2015,10,Sant Martí,64,el Camp de l'Arpa del Clot,Female,90-94,319
2017,8,Nou Barris,51,Verdun,Female,25-29,370
2013,8,Nou Barris,56,Vallbona,Female,55-59,40
2017,8,Nou Barris,45,Porta,Female,65-69,781
2016,7,Horta-Guinardó,43,Horta,Female,90-94,250
2014,7,Horta-Guinardó,43,Horta,Female,65-69,945
2017,2,Eixample,9,la Nova Esquerra de l'Eixample,Female,85-89,1059
2016,2,Eixample,9,la Nova Esquerra de l'Eixample,Female,60-64,2040
2014,8,Nou Barris,54,Torre Baró,Male,20-24,71
2016,3,Sants-Montjuïc,18,Sants,Female,10-14,567
2015,10,Sant Martí,65,el Clot,Male,0-4,518
2013,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Female,0-4,550
2016,3,Sants-Montjuïc,18,Sants,Male,80-84,557
2017,6,Gràcia,31,la Vila de Gràcia,Male,10-14,906
2016,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Female,15-19,407
2015,3,Sants-Montjuïc,11,el Poble Sec,Female,70-74,634
2015,3,Sants-Montjuïc,13,la Marina de Port,Female,5-9,705
2015,8,Nou Barris,47,Can Peguera,Female,20-24,61
2016,7,Horta-Guinardó,37,el Carmel,Female,90-94,171
2013,8,Nou Barris,45,Porta,Male,35-39,1075
2017,5,Sarrià-Sant Gervasi,23,Sarrià,Male,10-14,834
2017,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Male,35-39,672
2017,3,Sants-Montjuïc,18,Sants,Female,55-59,1174
2013,8,Nou Barris,47,Can Peguera,Male,60-64,26
2017,8,Nou Barris,55,Ciutat Meridiana,Male,15-19,283
2017,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Male,30-34,1475
2014,9,Sant Andreu,59,el Bon Pastor,Female,35-39,641
2014,3,Sants-Montjuïc,18,Sants,Female,40-44,1600
2016,7,Horta-Guinardó,35,el Guinardó,Female,15-19,552
2016,2,Eixample,6,la Sagrada Família,Female,30-34,2257
2017,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Female,10-14,251
2014,8,Nou Barris,55,Ciutat Meridiana,Male,0-4,237
2016,9,Sant Andreu,60,Sant Andreu,Male,35-39,2327
2013,8,Nou Barris,53,la Trinitat Nova,Female,15-19,135
2014,7,Horta-Guinardó,38,la Teixonera,Male,80-84,159
2017,9,Sant Andreu,57,la Trinitat Vella,Female,50-54,302
2016,10,Sant Martí,64,el Camp de l'Arpa del Clot,Female,55-59,1305
2015,10,Sant Martí,67,la Vila Olímpica del Poblenou,Male,35-39,354
2013,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Male,50-54,623
2017,9,Sant Andreu,61,la Sagrera,Female,35-39,1255
2013,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Male,85-89,280
2016,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Male,5-9,698
2014,8,Nou Barris,47,Can Peguera,Female,15-19,55
2015,8,Nou Barris,48,la Guineueta,Female,15-19,228
