Year,District_Code,District_Name,Neighborhood_Code,Neighborhood_Name,Gender,Age,Number
2017,7,Horta-Guinardó,33,el Baix Guinardó,Male,10-14,291
2017,7,Horta-Guinardó,39,Sant Genís dels Agudells,Female,25-29,186
2015,7,Horta-Guinardó,37,el Carmel,Female,30-34,1203
2015,2,Eixample,6,la Sagrada Família,Female,65-69,1604
2013,9,Sant Andreu,60,Sant Andreu,Male,80-84,668
2015,9,Sant Andreu,58,Baró de Viver,Male,65-69,36
2015,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Female,35-39,802
2014,7,Horta-Guinardó,36,la Font d'en Fargues,Male,55-59,288
2013,3,Sants-Montjuïc,13,la Marina de Port,Male,50-54,1056
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,Male,10-14,1016
2015,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Male,55-59,239
2014,3,Sants-Montjuïc,11,el Poble Sec,Male,65-69,783
2017,10,Sant Martí,71,Provençals del Poblenou,Female,10-14,446
2014,3,Sants-Montjuïc,17,Sants - Badal,Male,80-84,341
2017,8,Nou Barris,56,Vallbona,Male,30-34,34
2014,6,Gràcia,31,la Vila de Gràcia,Male,5-9,954
2014,9,Sant Andreu,62,el Congrés i els Indians,Female,65-69,367
2014,10,Sant Martí,70,el Besòs i el Maresme,Male,15-19,548
2014,8,Nou Barris,51,Verdun,Female,80-84,253
2015,9,Sant Andreu,59,el Bon Pastor,Male,65-69,224
2014,8,Nou Barris,48,la Guineueta,Male,15-19,309
2014,10,Sant Martí,73,la Verneda i la Pau,Male,65-69,899
2017,1,Ciutat Vella,3,la Barceloneta,Male,0-4,225
2014,7,Horta-Guinardó,40,Montbau,Female,10-14,92
2014,7,Horta-Guinardó,33,el Baix Guinardó,Female,65-69,830
2016,9,Sant Andreu,62,el Congrés i els Indians,Male,25-29,329
2014,1,Ciutat Vella,2,el Barri Gòtic,Male,80-84,173
2014,3,Sants-Montjuïc,13,la Marina de Port,Male,85-89,205
2014,8,Nou Barris,54,Torre Baró,Male,75-79,33
2017,8,Nou Barris,56,Vallbona,Male,>=95,3
2016,7,Horta-Guinardó,42,la Clota,Male,0-4,30
2013,6,Gràcia,29,el Coll,Male,35-39,345
2016,10,Sant Martí,71,Provençals del Poblenou,Female,0-4,522
2014,10,Sant Martí,68,el Poblenou,Female,0-4,922
2016,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Male,20-24,19
2017,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Female,75-79,323
2016,1,Ciutat Vella,2,el Barri Gòtic,Male,50-54,421
2015,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Male,5-9,123
2017,8,Nou Barris,46,el Turó de la Peira,Male,85-89,193
2014,9,Sant Andreu,60,Sant Andreu,Female,25-29,1242
2014,10,Sant Martí,65,el Clot,Male,50-54,975
2013,4,Les Corts,21,Pedralbes,Male,15-19,257
2015,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Female,90-94,157
2017,10,Sant Martí,71,Provençals del Poblenou,Male,20-24,505
2017,8,Nou Barris,46,el Turó de la Peira,Female,35-39,675
2016,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Male,65-69,893
2016,9,Sant Andreu,59,el Bon Pastor,Male,40-44,680
2016,8,Nou Barris,46,el Turó de la Peira,Female,35-39,515
2015,3,Sants-Montjuïc,14,la Font de la Guatlla,Male,75-79,153
2014,1,Ciutat Vella,1,el Raval,Female,0-4,1089
2014,8,Nou Barris,55,Ciutat Meridiana,Female,30-34,418
2016,3,Sants-Montjuïc,18,Sants,Female,60-64,1271
2015,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Male,60-64,409
2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Male,60-64,1116
2014,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Female,30-34,131
2017,7,Horta-Guinardó,41,la Vall d'Hebron,Male,30-34,142
2013,3,Sants-Montjuïc,15,Hostafrancs,Female,60-64,505
2013,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Female,30-34,906
2015,10,Sant Martí,71,Provençals del Poblenou,Female,55-59,549
2017,9,Sant Andreu,62,el Congrés i els Indians,Male,30-34,427
2016,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Female,25-29,1283
2017,6,Gràcia,29,el Coll,Female,80-84,133
2017,7,Horta-Guinardó,42,la Clota,Male,75-79,5
2016,8,Nou Barris,50,les Roquetes,Male,5-9,402
2014,1,Ciutat Vella,2,el Barri Gòtic,Female,70-74,230
2017,7,Horta-Guinardó,40,Montbau,Male,60-64,81
2014,3,Sants-Montjuïc,16,la Bordeta,Male,>=95,9
2017,10,Sant Martí,64,el Camp de l'Arpa del Clot,Female,65-69,1358
2017,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Female,80-84,942
2016,1,Ciutat Vella,2,el Barri Gòtic,Male,15-19,209
2013,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Female,90-94,34
2014,10,Sant Martí,67,la Vila Olímpica del Poblenou,Male,65-69,165
2017,2,Eixample,6,la Sagrada Família,Male,50-54,1706
2014,1,Ciutat Vella,1,el Raval,Female,10-14,849
2016,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Male,45-49,613
2015,8,Nou Barris,56,Vallbona,Female,55-59,34
2017,5,Sarrià-Sant Gervasi,24,les Tres Torres,Male,>=95,15
2016,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Male,>=95,0
