Year,District_Code,District_Name,Neighborhood_Code,Neighborhood_Name,Gender,Age,Number
2017,7,Horta-Guinardó,34,Can Baró,Female,75-79,205
2017,2,Eixample,7,la Dreta de l'Eixample,Female,80-84,1002
2016,6,Gràcia,31,la Vila de Gràcia,Female,75-79,1001
2013,7,Horta-Guinardó,34,Can Baró,Male,70-74,181
2017,7,Horta-Guinardó,43,Horta,Female,80-84,743
2013,4,Les Corts,21,Pedralbes,Male,0-4,241
2016,2,Eixample,7,la Dreta de l'Eixample,Female,25-29,1689
2015,8,Nou Barris,45,Porta,Male,55-59,495
2015,7,Horta-Guinardó,41,la Vall d'Hebron,Male,60-64,128
2014,10,Sant Martí,68,el Poblenou,Male,75-79,430
2013,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Male,45-49,909
2017,7,Horta-Guinardó,39,Sant Genís dels Agudells,Male,20-24,91
2016,6,Gràcia,28,Vallcarca i els Penitents,Male,15-19,326
2016,7,Horta-Guinardó,42,la Clota,Male,90-94,1
2014,3,Sants-Montjuïc,13,la Marina de Port,Female,0-4,650
2017,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Female,5-9,426
2016,1,Ciutat Vella,2,el Barri Gòtic,Male,65-69,215
2013,5,Sarrià-Sant Gervasi,24,les Tres Torres,Male,25-29,402
2014,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Male,25-29,647
2014,10,Sant Martí,65,el Clot,Female,85-89,384
2013,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Female,65-69,1498
2017,4,Les Corts,20,la Maternitat i Sant Ramon,Female,50-54,675
2015,10,Sant Martí,64,el Camp de l'Arpa del Clot,Female,30-34,1590
2017,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Female,75-79,654
2017,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Male,45-49,845
2017,6,Gràcia,28,Vallcarca i els Penitents,Female,25-29,450
2016,3,Sants-Montjuïc,16,la Bordeta,Male,55-59,661
2016,10,Sant Martí,68,el Poblenou,Female,35-39,1741
2015,8,Nou Barris,46,el Turó de la Peira,Female,10-14,319
2017,10,Sant Martí,73,la Verneda i la Pau,Female,65-69,997
2015,8,Nou Barris,55,Ciutat Meridiana,Female,0-4,222
2013,7,Horta-Guinardó,37,el Carmel,Male,0-4,729
2014,10,Sant Martí,68,el Poblenou,Female,45-49,1351
2013,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Male,5-9,760
2013,3,Sants-Montjuïc,11,el Poble Sec,Female,45-49,1491
2014,8,Nou Barris,45,Porta,Female,75-79,816
2017,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Male,60-64,448
2016,7,Horta-Guinardó,38,la Teixonera,Male,0-4,221
2015,1,Ciutat Vella,1,el Raval,Male,90-94,68
2015,1,Ciutat Vella,3,la Barceloneta,Female,85-89,256
2016,8,Nou Barris,55,Ciutat Meridiana,Male,45-49,403
2013,3,Sants-Montjuïc,11,el Poble Sec,Male,25-29,1655
2013,4,Les Corts,21,Pedralbes,Male,75-79,241
2014,1,Ciutat Vella,1,el Raval,Female,55-59,1022
2015,9,Sant Andreu,61,la Sagrera,Female,0-4,588
2017,8,Nou Barris,50,les Roquetes,Male,35-39,688
2016,6,Gràcia,28,Vallcarca i els Penitents,Male,20-24,352
2017,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Male,75-79,10
2014,7,Horta-Guinardó,41,la Vall d'Hebron,Male,75-79,126
2014,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Female,60-64,996
2017,8,Nou Barris,48,la Guineueta,Male,25-29,349
2014,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Female,85-89,846
2014,3,Sants-Montjuïc,16,la Bordeta,Female,50-54,692
2013,7,Horta-Guinardó,35,el Guinardó,Female,60-64,1171
2013,10,Sant Martí,71,Provençals del Poblenou,Female,85-89,228
2015,4,Les Corts,19,les Corts,Male,20-24,1066
2016,8,Nou Barris,47,Can Peguera,Male,60-64,55
2016,8,Nou Barris,55,Ciutat Meridiana,Female,75-79,227
2014,1,Ciutat Vella,2,el Barri Gòtic,Female,30-34,915
2014,7,Horta-Guinardó,43,Horta,Male,85-89,221
2017,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Male,90-94,106
2015,2,Eixample,10,Sant Antoni,Female,75-79,964
2013,3,Sants-Montjuïc,14,la Font de la Guatlla,Male,30-34,398
2017,3,Sants-Montjuïc,18,Sants,Male,80-84,448
2013,7,Horta-Guinardó,39,Sant Genís dels Agudells,Male,80-84,115
2016,7,Horta-Guinardó,42,la Clota,Female,5-9,11
2015,10,Sant Martí,67,la Vila Olímpica del Poblenou,Male,5-9,198
2017,8,Nou Barris,45,Porta,Female,35-39,1037
2016,9,Sant Andreu,60,Sant Andreu,Female,>=95,114
2013,10,Sant Martí,64,el Camp de l'Arpa del Clot,Female,>=95,91
2017,8,Nou Barris,50,les Roquetes,Male,>=95,4
2013,7,Horta-Guinardó,35,el Guinardó,Male,>=95,24
