Year,District_Code,District_Name,Neighborhood_Code,Neighborhood_Name,Gender,Age,Number
2015,5,Sarrià-Sant Gervasi,24,les Tres Torres,Male,0-4,452
2016,10,Sant Martí,72,Sant Martí de Provençals,Female,60-64,649
2014,10,Sant Martí,67,la Vila Olímpica del Poblenou,Female,25-29,237
2016,7,Horta-Guinardó,41,la Vall d'Hebron,Female,65-69,186
2015,6,Gràcia,29,el Coll,Female,0-4,169
2015,5,Sarrià-Sant Gervasi,23,Sarrià,Female,5-9,719
2014,7,Horta-Guinardó,35,el Guinardó,Female,75-79,931
2016,8,Nou Barris,46,el Turó de la Peira,Female,85-89,488
2015,2,Eixample,5,el Fort Pienc,Male,50-54,990
2015,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Female,35-39,26
2015,3,Sants-Montjuïc,13,la Marina de Port,Female,20-24,642
2013,10,Sant Martí,65,el Clot,Female,0-4,576
2013,9,Sant Andreu,58,Baró de Viver,Male,30-34,109
2016,1,Ciutat Vella,3,la Barceloneta,Male,>=95,5
2013,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Male,20-24,141
2015,8,Nou Barris,55,Ciutat Meridiana,Female,35-39,435
2015,6,Gràcia,28,Vallcarca i els Penitents,Female,90-94,132
2013,7,Horta-Guinardó,33,el Baix Guinardó,Male,30-34,1036
2013,5,Sarrià-Sant Gervasi,23,Sarrià,Male,30-34,751
2016,1,Ciutat Vella,3,la Barceloneta,Female,90-94,119
2014,3,Sants-Montjuïc,15,Hostafrancs,Female,55-59,579
2013,1,Ciutat Vella,2,el Barri Gòtic,Male,35-39,1087
2014,4,Les Corts,21,Pedralbes,Female,20-24,271
2015,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Male,50-54,821
2014,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Female,15-19,118
2013,2,Eixample,9,la Nova Esquerra de l'Eixample,Female,40-44,2037
2017,8,Nou Barris,55,Ciutat Meridiana,Male,10-14,217
2016,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Female,10-14,309
2016,9,Sant Andreu,57,la Trinitat Vella,Male,35-39,559
2013,4,Les Corts,19,les Corts,Male,40-44,1475
2017,8,Nou Barris,53,la Trinitat Nova,Male,90-94,6
2016,9,Sant Andreu,57,la Trinitat Vella,Female,90-94,25
2013,7,Horta-Guinardó,33,el Baix Guinardó,Female,20-24,608
2013,2,Eixample,5,el Fort Pienc,Male,35-39,1467
2016,3,Sants-Montjuïc,18,Sants,Male,15-19,796
2014,10,Sant Martí,67,la Vila Olímpica del Poblenou,Female,55-59,289
2016,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Male,75-79,58
2015,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Male,85-89,288
2013,2,Eixample,9,la Nova Esquerra de l'Eixample,Female,70-74,1381
2015,2,Eixample,7,la Dreta de l'Eixample,Female,65-69,1223
2016,3,Sants-Montjuïc,13,la Marina de Port,Female,65-69,839
2017,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Male,50-54,874
2016,10,Sant Martí,68,el Poblenou,Male,40-44,1894
2014,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Male,35-39,1889
2014,9,Sant Andreu,62,el Congrés i els Indians,Male,90-94,34
2016,6,Gràcia,29,el Coll,Female,90-94,30
2014,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Female,55-59,914
2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Female,10-14,1023
2014,10,Sant Martí,64,el Camp de l'Arpa del Clot,Male,60-64,1049
2015,2,Eixample,7,la Dreta de l'Eixample,Female,50-54,1256
2014,6,Gràcia,28,Vallcarca i els Penitents,Male,80-84,203
2013,8,Nou Barris,54,Torre Baró,Female,85-89,17
2013,7,Horta-Guinardó,41,la Vall d'Hebron,Female,85-89,63
2017,7,Horta-Guinardó,40,Montbau,Female,40-44,181
2017,9,Sant Andreu,62,el Congrés i els Indians,Female,85-89,394
2016,1,Ciutat Vella,2,el Barri Gòtic,Male,60-64,333
2017,10,Sant Martí,73,la Verneda i la Pau,Male,0-4,580
2016,2,Eixample,9,la Nova Esquerra de l'Eixample,Female,15-19,981
2015,3,Sants-Montjuïc,17,Sants - Badal,Male,5-9,454
2015,8,Nou Barris,46,el Turó de la Peira,Male,40-44,592
2013,8,Nou Barris,48,la Guineueta,Male,85-89,133
2016,8,Nou Barris,55,Ciutat Meridiana,Female,45-49,354
2015,8,Nou Barris,51,Verdun,Male,15-19,217
2015,4,Les Corts,19,les Corts,Male,45-49,1380
2015,3,Sants-Montjuïc,16,la Bordeta,Male,40-44,674
2016,4,Les Corts,20,la Maternitat i Sant Ramon,Male,20-24,563
2014,7,Horta-Guinardó,43,Horta,Male,75-79,545
2014,4,Les Corts,20,la Maternitat i Sant Ramon,Male,>=95,12
2014,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Female,50-54,1043
2015,8,Nou Barris,53,la Trinitat Nova,Male,25-29,162
2016,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Female,>=95,0
2015,7,Horta-Guinardó,36,la Font d'en Fargues,Male,>=95,2
2014,7,Horta-Guinardó,43,Horta,Male,>=95,16
