Year,District_Code,District_Name,Neighborhood_Code,Neighborhood_Name,Gender,Age,Number
2016,6,Gràcia,30,la Salut,Male,10-14,248
2016,7,Horta-Guinardó,38,la Teixonera,Female,65-69,296
2014,10,Sant Martí,65,el Clot,Male,25-29,842
2014,7,Horta-Guinardó,35,el Guinardó,Male,40-44,1419
2017,8,Nou Barris,55,Ciutat Meridiana,Male,35-39,451
2016,5,Sarrià-Sant Gervasi,24,les Tres Torres,Male,30-34,306
2016,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Male,45-49,951
2016,8,Nou Barris,56,Vallbona,Female,10-14,43
2017,10,Sant Martí,68,el Poblenou,Male,75-79,378
2015,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Male,60-64,123
2016,9,Sant Andreu,57,la Trinitat Vella,Male,90-94,11
2013,9,Sant Andreu,63,Navas,Female,25-29,694
2013,8,Nou Barris,55,Ciutat Meridiana,Male,15-19,270
2014,7,Horta-Guinardó,33,el Baix Guinardó,Female,90-94,276
2014,8,Nou Barris,55,Ciutat Meridiana,Male,55-59,157
2013,8,Nou Barris,48,la Guineueta,Male,65-69,498
2013,4,Les Corts,19,les Corts,Female,25-29,1578
2015,8,Nou Barris,54,Torre Baró,Female,60-64,43
2013,10,Sant Martí,73,la Verneda i la Pau,Male,15-19,524
2013,1,Ciutat Vella,2,el Barri Gòtic,Female,75-79,261
2014,8,Nou Barris,47,Can Peguera,Male,65-69,30
2013,4,Les Corts,19,les Corts,Female,70-74,1178
2017,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Male,65-69,88
2015,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Male,5-9,682
2017,8,Nou Barris,46,el Turó de la Peira,Female,5-9,328
2017,2,Eixample,5,el Fort Pienc,Female,50-54,1099
2016,7,Horta-Guinardó,34,Can Baró,Female,40-44,337
2017,1,Ciutat Vella,1,el Raval,Female,35-39,2118
2013,10,Sant Martí,65,el Clot,Female,45-49,1134
2017,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Female,45-49,1163
2015,7,Horta-Guinardó,35,el Guinardó,Female,85-89,643
2016,9,Sant Andreu,61,la Sagrera,Female,80-84,493
2014,8,Nou Barris,47,Can Peguera,Male,5-9,62
2017,7,Horta-Guinardó,40,Montbau,Female,60-64,80
2014,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Male,65-69,149
2016,8,Nou Barris,55,Ciutat Meridiana,Male,65-69,207
2016,7,Horta-Guinardó,34,Can Baró,Male,>=95,5
2017,10,Sant Martí,64,el Camp de l'Arpa del Clot,Female,85-89,699
2014,6,Gràcia,30,la Salut,Male,15-19,309
2017,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Male,65-69,693
2014,10,Sant Martí,65,el Clot,Male,55-59,889
2013,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Female,75-79,29
2017,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Male,40-44,1045
2017,6,Gràcia,30,la Salut,Female,10-14,209
2015,7,Horta-Guinardó,37,el Carmel,Female,25-29,878
2017,4,Les Corts,21,Pedralbes,Male,>=95,15
2017,7,Horta-Guinardó,38,la Teixonera,Male,15-19,209
2017,5,Sarrià-Sant Gervasi,24,les Tres Torres,Female,35-39,547
2015,7,Horta-Guinardó,39,Sant Genís dels Agudells,Male,65-69,161
2013,2,Eixample,6,la Sagrada Família,Male,65-69,968
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Female,70-74,1112
2015,8,Nou Barris,46,el Turó de la Peira,Female,85-89,361
2015,10,Sant Martí,72,Sant Martí de Provençals,Female,>=95,43
2013,2,Eixample,9,la Nova Esquerra de l'Eixample,Male,25-29,2128
2017,10,Sant Martí,65,el Clot,Male,90-94,82
2013,8,Nou Barris,50,les Roquetes,Male,10-14,345
2014,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Male,5-9,364
2015,8,Nou Barris,45,Porta,Female,35-39,1086
2017,8,Nou Barris,51,Verdun,Male,35-39,362
2015,7,Horta-Guinardó,38,la Teixonera,Male,20-24,256
2017,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Male,>=95,20
2016,7,Horta-Guinardó,42,la Clota,Female,45-49,18
2014,1,Ciutat Vella,1,el Raval,Male,90-94,42
2013,8,Nou Barris,47,Can Peguera,Male,70-74,31
2015,8,Nou Barris,47,Can Peguera,Female,65-69,37
2015,1,Ciutat Vella,1,el Raval,Female,>=95,60
2013,6,Gràcia,28,Vallcarca i els Penitents,Female,20-24,325
2015,9,Sant Andreu,61,la Sagrera,Male,55-59,882
2014,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Female,>=95,172
2013,7,Horta-Guinardó,33,el Baix Guinardó,Female,>=95,68
2017,7,Horta-Guinardó,42,la Clota,Male,55-59,19
2014,8,Nou Barris,46,el Turó de la Peira,Female,85-89,307
2016,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Female,>=95,100
2016,7,Horta-Guinardó,40,Montbau,Male,>=95,11
