Year,District_Code,District_Name,Neighborhood_Code,Neighborhood_Name,Gender,Age,Number
2016,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Female,15-19,224
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,Male,60-64,1602
2017,8,Nou Barris,52,la Prosperitat,Female,0-4,418
2015,3,Sants-Montjuïc,17,Sants - Badal,Female,40-44,926
2014,8,Nou Barris,51,Verdun,Female,15-19,220
2014,2,Eixample,5,el Fort Pienc,Male,55-59,768
2017,3,Sants-Montjuïc,13,la Marina de Port,Male,25-29,858
2014,2,Eixample,6,la Sagrada Família,Female,50-54,1951
2017,9,Sant Andreu,58,Baró de Viver,Female,85-89,18
2015,9,Sant Andreu,58,Baró de Viver,Male,40-44,102
2014,2,Eixample,5,el Fort Pienc,Male,35-39,1452
2016,7,Horta-Guinardó,35,el Guinardó,Female,0-4,775
2015,10,Sant Martí,71,Provençals del Poblenou,Male,15-19,449
2016,2,Eixample,5,el Fort Pienc,Female,25-29,1214
2016,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Male,65-69,600
2013,7,Horta-Guinardó,37,el Carmel,Female,55-59,932
2016,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Male,55-59,321
2016,10,Sant Martí,71,Provençals del Poblenou,Female,80-84,413
2015,6,Gràcia,30,la Salut,Male,55-59,337
2015,7,Horta-Guinardó,40,Montbau,Female,15-19,95
2017,3,Sants-Montjuïc,11,el Poble Sec,Male,30-34,2028
2016,8,Nou Barris,56,Vallbona,Female,70-74,21
2013,10,Sant Martí,70,el Besòs i el Maresme,Male,0-4,588
2014,10,Sant Martí,70,el Besòs i el Maresme,Male,10-14,490
2014,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Female,25-29,1231
2014,8,Nou Barris,50,les Roquetes,Female,85-89,138
2014,7,Horta-Guinardó,34,Can Baró,Female,90-94,36
2014,10,Sant Martí,64,el Camp de l'Arpa del Clot,Male,90-94,118
2017,8,Nou Barris,47,Can Peguera,Female,20-24,62
2016,4,Les Corts,20,la Maternitat i Sant Ramon,Male,65-69,721
2013,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Male,80-84,717
2013,7,Horta-Guinardó,41,la Vall d'Hebron,Male,90-94,6
2014,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Male,80-84,34
2016,9,Sant Andreu,61,la Sagrera,Female,35-39,1255
2017,7,Horta-Guinardó,37,el Carmel,Male,50-54,1095
2015,5,Sarrià-Sant Gervasi,24,les Tres Torres,Female,65-69,378
2015,9,Sant Andreu,57,la Trinitat Vella,Female,45-49,267
2014,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Male,25-29,48
2015,1,Ciutat Vella,1,el Raval,Male,70-74,559
2013,5,Sarrià-Sant Gervasi,24,les Tres Torres,Female,90-94,107
2014,10,Sant Martí,72,Sant Martí de Provençals,Female,75-79,768
2013,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Male,65-69,663
2013,10,Sant Martí,64,el Camp de l'Arpa del Clot,Male,15-19,694
2013,3,Sants-Montjuïc,17,Sants - Badal,Female,85-89,383
2013,10,Sant Martí,64,el Camp de l'Arpa del Clot,Female,60-64,1372
2014,6,Gràcia,29,el Coll,Male,30-34,305
2016,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Female,25-29,28
2017,7,Horta-Guinardó,37,el Carmel,Male,0-4,695
2014,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Male,35-39,29
2017,7,Horta-Guinardó,34,Can Baró,Male,20-24,189
2016,1,Ciutat Vella,3,la Barceloneta,Male,75-79,218
2013,8,Nou Barris,50,les Roquetes,Male,35-39,760
2015,8,Nou Barris,46,el Turó de la Peira,Male,20-24,404
2017,6,Gràcia,29,el Coll,Male,90-94,9
2016,10,Sant Martí,73,la Verneda i la Pau,Female,0-4,524
2016,7,Horta-Guinardó,41,la Vall d'Hebron,Male,>=95,2
2016,5,Sarrià-Sant Gervasi,24,les Tres Torres,Male,>=95,12
2013,7,Horta-Guinardó,42,la Clota,Male,>=95,0
