Year,District_Code,District_Name,Neighborhood_Code,Neighborhood_Name,Gender,Age,Number
2016,7,Horta-Guinardó,42,la Clota,Female,25-29,23
2016,4,Les Corts,19,les Corts,Female,60-64,1789
2013,7,Horta-Guinardó,41,la Vall d'Hebron,Female,90-94,22
2017,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Female,40-44,1111
2015,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Female,75-79,197
2014,8,Nou Barris,55,Ciutat Meridiana,Male,5-9,226
2015,7,Horta-Guinardó,41,la Vall d'Hebron,Female,45-49,173
2017,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Female,40-44,1093
2017,8,Nou Barris,53,la Trinitat Nova,Female,70-74,130
2013,7,Horta-Guinardó,43,Horta,Male,50-54,886
2017,2,Eixample,9,la Nova Esquerra de l'Eixample,Male,20-24,1073
2014,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Male,65-69,348
2013,7,Horta-Guinardó,41,la Vall d'Hebron,Male,40-44,188
2013,3,Sants-Montjuïc,16,la Bordeta,Male,10-14,356
2016,5,Sarrià-Sant Gervasi,23,Sarrià,Female,70-74,602
2013,3,Sants-Montjuïc,14,la Font de la Guatlla,Male,0-4,188
2017,3,Sants-Montjuïc,15,Hostafrancs,Male,15-19,260
2014,7,Horta-Guinardó,42,la Clota,Female,25-29,30
2016,8,Nou Barris,56,Vallbona,Male,10-14,36
2016,7,Horta-Guinardó,37,el Carmel,Female,50-54,1116
2014,8,Nou Barris,46,el Turó de la Peira,Male,25-29,449
2013,6,Gràcia,28,Vallcarca i els Penitents,Female,80-84,361
2016,9,Sant Andreu,60,Sant Andreu,Male,30-34,1849
2017,4,Les Corts,19,les Corts,Male,35-39,1645
2017,2,Eixample,6,la Sagrada Família,Female,65-69,1659
2017,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Male,60-64,146
2017,6,Gràcia,28,Vallcarca i els Penitents,Female,40-44,676
2014,6,Gràcia,29,el Coll,Female,30-34,280
2016,4,Les Corts,20,la Maternitat i Sant Ramon,Female,65-69,938
2016,1,Ciutat Vella,1,el Raval,Male,15-19,1045
2014,10,Sant Martí,68,el Poblenou,Female,20-24,589
2013,9,Sant Andreu,63,Navas,Female,15-19,448
2016,9,Sant Andreu,63,Navas,Female,85-89,405
2014,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Female,10-14,19
2014,10,Sant Martí,72,Sant Martí de Provençals,Female,5-9,527
2014,7,Horta-Guinardó,40,Montbau,Female,70-74,156
2016,8,Nou Barris,50,les Roquetes,Female,60-64,379
2013,8,Nou Barris,55,Ciutat Meridiana,Male,80-84,98
2014,4,Les Corts,21,Pedralbes,Male,35-39,298
2013,7,Horta-Guinardó,41,la Vall d'Hebron,Female,35-39,130
2013,8,Nou Barris,45,Porta,Male,75-79,636
2013,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Female,90-94,35
2017,8,Nou Barris,45,Porta,Male,15-19,297
2015,7,Horta-Guinardó,34,Can Baró,Female,60-64,221
2017,3,Sants-Montjuïc,11,el Poble Sec,Female,55-59,1213
2013,3,Sants-Montjuïc,17,Sants - Badal,Female,>=95,38
2017,10,Sant Martí,70,el Besòs i el Maresme,Female,>=95,41
2017,4,Les Corts,20,la Maternitat i Sant Ramon,Female,>=95,61
2017,10,Sant Martí,64,el Camp de l'Arpa del Clot,Female,>=95,100
