Year,District_Code,District_Name,Neighborhood_Code,Neighborhood_Name,Gender,Age,Number
2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Male,15-19,1294
2016,7,Horta-Guinardó,36,la Font d'en Fargues,Female,80-84,102
2014,1,Ciutat Vella,2,el Barri Gòtic,Male,35-39,1054
2015,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Female,15-19,1203
2015,4,Les Corts,21,Pedralbes,Male,65-69,316
2016,7,Horta-Guinardó,36,la Font d'en Fargues,Female,55-59,341
2014,7,Horta-Guinardó,38,la Teixonera,Male,55-59,311
2013,8,Nou Barris,48,la Guineueta,Male,45-49,538
2015,7,Horta-Guinardó,43,Horta,Male,25-29,702
2013,8,Nou Barris,51,Verdun,Female,90-94,74
2014,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Female,80-84,448
2017,9,Sant Andreu,59,el Bon Pastor,Female,70-74,303
2016,9,Sant Andreu,57,la Trinitat Vella,Female,10-14,184
2015,8,Nou Barris,49,Canyelles,Male,65-69,235
2015,3,Sants-Montjuïc,15,Hostafrancs,Female,30-34,771
2013,3,Sants-Montjuïc,14,la Font de la Guatlla,Male,55-59,273
2016,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Female,75-79,850
2015,7,Horta-Guinardó,41,la Vall d'Hebron,Female,15-19,118
2014,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Female,55-59,988
2015,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Female,85-89,52
2014,1,Ciutat Vella,1,el Raval,Male,70-74,528
2014,8,Nou Barris,51,Verdun,Female,65-69,382
2016,8,Nou Barris,50,les Roquetes,Female,50-54,533
2014,9,Sant Andreu,62,el Congrés i els Indians,Female,20-24,309
2016,8,Nou Barris,51,Verdun,Male,75-79,260
2015,8,Nou Barris,45,Porta,Female,>=95,37
2017,8,Nou Barris,46,el Turó de la Peira,Female,20-24,402
2016,6,Gràcia,28,Vallcarca i els Penitents,Female,75-79,376
2013,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Female,90-94,419
2016,9,Sant Andreu,61,la Sagrera,Female,65-69,1046
2014,5,Sarrià-Sant Gervasi,23,Sarrià,Male,15-19,502
2014,5,Sarrià-Sant Gervasi,23,Sarrià,Female,>=95,95
2013,7,Horta-Guinardó,43,Horta,Female,70-74,762
2015,7,Horta-Guinardó,42,la Clota,Female,75-79,14
2014,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Male,35-39,1169
2016,3,Sants-Montjuïc,14,la Font de la Guatlla,Male,15-19,202
2016,6,Gràcia,28,Vallcarca i els Penitents,Female,25-29,456
2015,3,Sants-Montjuïc,18,Sants,Female,65-69,954
2015,6,Gràcia,29,el Coll,Male,50-54,210
2015,3,Sants-Montjuïc,18,Sants,Female,15-19,689
2014,10,Sant Martí,70,el Besòs i el Maresme,Female,25-29,687
2015,7,Horta-Guinardó,36,la Font d'en Fargues,Female,70-74,202
2014,3,Sants-Montjuïc,13,la Marina de Port,Male,35-39,995
2017,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Male,60-64,919
2017,8,Nou Barris,52,la Prosperitat,Female,35-39,1032
2017,8,Nou Barris,51,Verdun,Female,50-54,453
2015,8,Nou Barris,52,la Prosperitat,Female,10-14,312
2014,8,Nou Barris,50,les Roquetes,Male,60-64,303
2014,7,Horta-Guinardó,37,el Carmel,Male,85-89,166
2016,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Female,50-54,963
2016,8,Nou Barris,47,Can Peguera,Male,85-89,17
2017,6,Gràcia,31,la Vila de Gràcia,Female,20-24,1200
2016,7,Horta-Guinardó,38,la Teixonera,Female,45-49,451
2015,7,Horta-Guinardó,35,el Guinardó,Male,75-79,615
2014,8,Nou Barris,49,Canyelles,Male,20-24,148
2017,8,Nou Barris,50,les Roquetes,Female,60-64,405
2017,8,Nou Barris,47,Can Peguera,Female,5-9,49
2013,8,Nou Barris,48,la Guineueta,Female,>=95,13
2016,1,Ciutat Vella,3,la Barceloneta,Female,55-59,396
2013,7,Horta-Guinardó,36,la Font d'en Fargues,Female,>=95,24
2013,9,Sant Andreu,60,Sant Andreu,Female,0-4,1256
2013,9,Sant Andreu,60,Sant Andreu,Female,5-9,1225
2014,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Female,25-29,1150
2016,7,Horta-Guinardó,42,la Clota,Female,55-59,3
2013,6,Gràcia,30,la Salut,Male,80-84,179
2016,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Female,45-49,747
2014,3,Sants-Montjuïc,15,Hostafrancs,Male,0-4,324
2015,8,Nou Barris,51,Verdun,Male,25-29,344
2014,8,Nou Barris,49,Canyelles,Male,75-79,111
2017,3,Sants-Montjuïc,15,Hostafrancs,Female,15-19,229
2017,7,Horta-Guinardó,42,la Clota,Female,50-54,16
2016,2,Eixample,7,la Dreta de l'Eixample,Female,>=95,224
2014,2,Eixample,10,Sant Antoni,Female,>=95,106
2013,3,Sants-Montjuïc,15,Hostafrancs,Male,>=95,10
