Year,District_Code,District_Name,Neighborhood_Code,Neighborhood_Name,Gender,Age,Number
2015,7,Horta-Guinardó,40,Montbau,Female,30-34,119
2014,4,Les Corts,20,la Maternitat i Sant Ramon,Female,85-89,356
2017,8,Nou Barris,46,el Turó de la Peira,Female,15-19,351
2016,10,Sant Martí,70,el Besòs i el Maresme,Male,40-44,1011
2015,9,Sant Andreu,61,la Sagrera,Female,45-49,1037
2013,8,Nou Barris,56,Vallbona,Male,45-49,33
2013,7,Horta-Guinardó,34,Can Baró,Male,80-84,134
2017,6,Gràcia,28,Vallcarca i els Penitents,Female,65-69,503
2014,4,Les Corts,20,la Maternitat i Sant Ramon,Female,40-44,833
2013,10,Sant Martí,70,el Besòs i el Maresme,Male,30-34,968
2013,6,Gràcia,31,la Vila de Gràcia,Female,20-24,1086
2017,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Male,90-94,106
2017,7,Horta-Guinardó,42,la Clota,Female,75-79,10
2015,3,Sants-Montjuïc,11,el Poble Sec,Female,55-59,735
2015,1,Ciutat Vella,3,la Barceloneta,Male,45-49,573
2014,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Female,20-24,24
2015,8,Nou Barris,46,el Turó de la Peira,Female,15-19,317
2013,3,Sants-Montjuïc,18,Sants,Female,20-24,961
2016,9,Sant Andreu,62,el Congrés i els Indians,Female,5-9,303
2016,8,Nou Barris,47,Can Peguera,Male,75-79,33
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Female,0-4,633
2015,7,Horta-Guinardó,33,el Baix Guinardó,Female,60-64,823
2017,10,Sant Martí,64,el Camp de l'Arpa del Clot,Female,90-94,254
2013,9,Sant Andreu,62,el Congrés i els Indians,Female,30-34,452
2016,5,Sarrià-Sant Gervasi,23,Sarrià,Male,60-64,581
2014,7,Horta-Guinardó,35,el Guinardó,Female,15-19,657
2016,5,Sarrià-Sant Gervasi,24,les Tres Torres,Female,35-39,412
2016,8,Nou Barris,54,Torre Baró,Female,65-69,44
2014,8,Nou Barris,48,la Guineueta,Female,5-9,320
2013,7,Horta-Guinardó,39,Sant Genís dels Agudells,Female,5-9,135
2016,3,Sants-Montjuïc,13,la Marina de Port,Female,70-74,673
2015,7,Horta-Guinardó,41,la Vall d'Hebron,Female,30-34,152
2014,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Male,30-34,616
2014,7,Horta-Guinardó,36,la Font d'en Fargues,Male,90-94,27
2017,8,Nou Barris,56,Vallbona,Female,70-74,20
2015,4,Les Corts,19,les Corts,Male,5-9,736
2015,9,Sant Andreu,59,el Bon Pastor,Male,80-84,140
2017,9,Sant Andreu,61,la Sagrera,Male,0-4,671
2013,2,Eixample,9,la Nova Esquerra de l'Eixample,Male,30-34,2645
2017,8,Nou Barris,46,el Turó de la Peira,Male,30-34,520
2017,10,Sant Martí,64,el Camp de l'Arpa del Clot,Female,20-24,875
2013,9,Sant Andreu,59,el Bon Pastor,Female,5-9,378
2013,2,Eixample,9,la Nova Esquerra de l'Eixample,Female,5-9,752
2014,8,Nou Barris,51,Verdun,Female,90-94,77
2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Male,50-54,1642
2013,7,Horta-Guinardó,34,Can Baró,Female,10-14,176
2017,5,Sarrià-Sant Gervasi,23,Sarrià,Male,0-4,727
2016,10,Sant Martí,68,el Poblenou,Male,65-69,611
2013,8,Nou Barris,49,Canyelles,Male,20-24,180
2017,9,Sant Andreu,60,Sant Andreu,Male,75-79,879
2015,10,Sant Martí,73,la Verneda i la Pau,Male,5-9,618
2016,7,Horta-Guinardó,41,la Vall d'Hebron,Female,5-9,69
2013,7,Horta-Guinardó,40,Montbau,Female,90-94,74
2016,8,Nou Barris,49,Canyelles,Female,85-89,88
2016,8,Nou Barris,55,Ciutat Meridiana,Male,35-39,388
2015,9,Sant Andreu,60,Sant Andreu,Male,75-79,839
2014,7,Horta-Guinardó,40,Montbau,Male,90-94,26
2017,9,Sant Andreu,63,Navas,Female,40-44,856
2013,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Male,90-94,59
2014,6,Gràcia,30,la Salut,Female,30-34,559
2013,7,Horta-Guinardó,40,Montbau,Male,25-29,105
2013,8,Nou Barris,47,Can Peguera,Female,5-9,22
2014,7,Horta-Guinardó,39,Sant Genís dels Agudells,Female,55-59,189
2017,9,Sant Andreu,57,la Trinitat Vella,Male,60-64,187
2016,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Male,>=95,15
2015,7,Horta-Guinardó,33,el Baix Guinardó,Male,75-79,335
2013,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Female,20-24,584
2014,1,Ciutat Vella,1,el Raval,Female,50-54,1014
2017,10,Sant Martí,70,el Besòs i el Maresme,Male,0-4,419
2015,6,Gràcia,28,Vallcarca i els Penitents,Female,25-29,379
2014,9,Sant Andreu,62,el Congrés i els Indians,Female,>=95,33
2013,3,Sants-Montjuïc,17,Sants - Badal,Male,30-34,1067
2014,7,Horta-Guinardó,37,el Carmel,Male,0-4,574
2017,2,Eixample,5,el Fort Pienc,Male,40-44,1302
2017,10,Sant Martí,73,la Verneda i la Pau,Male,55-59,865
2013,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Female,>=95,18
