Year,District_Code,District_Name,Neighborhood_Code,Neighborhood_Name,Gender,Age,Number
2017,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Male,20-24,23
2016,4,Les Corts,20,la Maternitat i Sant Ramon,Female,60-64,932
2016,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Female,65-69,967
2014,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Female,70-74,698
2017,10,Sant Martí,71,Provençals del Poblenou,Female,55-59,764
2015,8,Nou Barris,51,Verdun,Female,10-14,261
2014,3,Sants-Montjuïc,16,la Bordeta,Female,10-14,324
2013,4,Les Corts,19,les Corts,Female,15-19,881
2013,7,Horta-Guinardó,38,la Teixonera,Female,85-89,168
2017,7,Horta-Guinardó,40,Montbau,Female,5-9,87
2014,3,Sants-Montjuïc,16,la Bordeta,Male,90-94,47
2017,9,Sant Andreu,61,la Sagrera,Male,10-14,556
2016,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Male,50-54,476
2016,9,Sant Andreu,60,Sant Andreu,Female,15-19,1097
2015,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Female,85-89,623
2014,8,Nou Barris,50,les Roquetes,Male,5-9,349
2013,8,Nou Barris,54,Torre Baró,Male,30-34,93
2013,8,Nou Barris,54,Torre Baró,Male,50-54,59
2015,7,Horta-Guinardó,41,la Vall d'Hebron,Male,0-4,93
2015,8,Nou Barris,56,Vallbona,Male,80-84,10
2015,1,Ciutat Vella,3,la Barceloneta,Male,55-59,422
2013,7,Horta-Guinardó,37,el Carmel,Female,0-4,735
2013,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Female,5-9,452
2015,8,Nou Barris,50,les Roquetes,Female,10-14,331
2014,8,Nou Barris,56,Vallbona,Male,60-64,26
2017,4,Les Corts,19,les Corts,Female,55-59,1796
2016,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Male,15-19,216
2016,7,Horta-Guinardó,40,Montbau,Female,50-54,199
2015,3,Sants-Montjuïc,15,Hostafrancs,Female,50-54,433
2016,2,Eixample,10,Sant Antoni,Male,75-79,601
2014,3,Sants-Montjuïc,13,la Marina de Port,Male,25-29,904
2013,2,Eixample,9,la Nova Esquerra de l'Eixample,Male,90-94,163
2017,4,Les Corts,20,la Maternitat i Sant Ramon,Female,35-39,914
2015,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Female,60-64,21
2016,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Male,65-69,834
2015,9,Sant Andreu,59,el Bon Pastor,Male,15-19,301
2015,8,Nou Barris,48,la Guineueta,Male,20-24,299
2014,8,Nou Barris,54,Torre Baró,Female,65-69,47
2017,3,Sants-Montjuïc,17,Sants - Badal,Female,15-19,457
2013,10,Sant Martí,68,el Poblenou,Female,5-9,933
2015,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Male,45-49,1564
2015,7,Horta-Guinardó,37,el Carmel,Male,85-89,146
2015,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Female,25-29,87
2014,7,Horta-Guinardó,40,Montbau,Female,25-29,122
2017,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Male,0-4,815
2017,7,Horta-Guinardó,42,la Clota,Female,25-29,14
2017,9,Sant Andreu,60,Sant Andreu,Female,15-19,1148
2013,7,Horta-Guinardó,37,el Carmel,Male,20-24,714
2015,8,Nou Barris,55,Ciutat Meridiana,Male,65-69,227
2015,7,Horta-Guinardó,39,Sant Genís dels Agudells,Female,55-59,186
2017,2,Eixample,6,la Sagrada Família,Female,80-84,1249
2017,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Female,15-19,211
2015,10,Sant Martí,71,Provençals del Poblenou,Male,50-54,760
2014,8,Nou Barris,56,Vallbona,Female,10-14,17
2013,3,Sants-Montjuïc,11,el Poble Sec,Male,55-59,1084
2013,10,Sant Martí,68,el Poblenou,Female,50-54,1049
2017,9,Sant Andreu,60,Sant Andreu,Male,5-9,1394
2015,9,Sant Andreu,60,Sant Andreu,Female,15-19,1050
2014,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Male,65-69,66
2016,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Female,25-29,111
2015,8,Nou Barris,47,Can Peguera,Male,30-34,50
2015,8,Nou Barris,52,la Prosperitat,Male,90-94,80
