Year,District_Code,District_Name,Neighborhood_Code,Neighborhood_Name,Gender,Age,Number
2017,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Female,5-9,698
2014,4,Les Corts,21,Pedralbes,Female,75-79,283
2017,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Male,20-24,615
2015,10,Sant Martí,67,la Vila Olímpica del Poblenou,Male,50-54,429
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Male,90-94,160
2014,9,Sant Andreu,62,el Congrés i els Indians,Male,35-39,618
2013,5,Sarrià-Sant Gervasi,23,Sarrià,Female,25-29,513
2017,6,Gràcia,30,la Salut,Male,10-14,288
2016,7,Horta-Guinardó,42,la Clota,Male,30-34,37
2017,9,Sant Andreu,59,el Bon Pastor,Male,90-94,25
2014,3,Sants-Montjuïc,16,la Bordeta,Male,20-24,467
2017,7,Horta-Guinardó,37,el Carmel,Male,5-9,724
2017,8,Nou Barris,51,Verdun,Male,30-34,414
2014,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Female,40-44,26
2015,10,Sant Martí,73,la Verneda i la Pau,Female,75-79,858
2016,2,Eixample,5,el Fort Pienc,Female,65-69,974
2015,10,Sant Martí,64,el Camp de l'Arpa del Clot,Female,85-89,658
2016,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Female,50-54,526
2014,7,Horta-Guinardó,40,Montbau,Male,5-9,102
2013,7,Horta-Guinardó,36,la Font d'en Fargues,Female,15-19,160
2013,9,Sant Andreu,63,Navas,Female,75-79,648
2014,1,Ciutat Vella,1,el Raval,Male,85-89,226
2016,6,Gràcia,30,la Salut,Male,55-59,351
2015,7,Horta-Guinardó,42,la Clota,Male,20-24,5
2014,2,Eixample,10,Sant Antoni,Female,20-24,795
2014,7,Horta-Guinardó,38,la Teixonera,Female,70-74,314
2015,1,Ciutat Vella,2,el Barri Gòtic,Male,40-44,762
2014,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Male,65-69,687
2013,9,Sant Andreu,61,la Sagrera,Female,65-69,766
2017,2,Eixample,9,la Nova Esquerra de l'Eixample,Male,10-14,1026
2016,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Male,50-54,1011
2015,8,Nou Barris,48,la Guineueta,Male,50-54,495
2015,10,Sant Martí,67,la Vila Olímpica del Poblenou,Female,45-49,434
2015,3,Sants-Montjuïc,15,Hostafrancs,Female,0-4,312
2014,5,Sarrià-Sant Gervasi,24,les Tres Torres,Male,5-9,503
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Male,80-84,552
2015,10,Sant Martí,71,Provençals del Poblenou,Female,80-84,347
2016,7,Horta-Guinardó,43,Horta,Female,15-19,471
2014,4,Les Corts,21,Pedralbes,Female,80-84,295
2016,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Male,15-19,19
2015,1,Ciutat Vella,2,el Barri Gòtic,Male,80-84,128
2013,9,Sant Andreu,61,la Sagrera,Female,40-44,859
2016,3,Sants-Montjuïc,11,el Poble Sec,Male,30-34,2070
2016,7,Horta-Guinardó,40,Montbau,Male,85-89,63
2016,5,Sarrià-Sant Gervasi,23,Sarrià,Male,30-34,628
2013,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Female,80-84,683
2013,8,Nou Barris,45,Porta,Female,15-19,404
2013,5,Sarrià-Sant Gervasi,24,les Tres Torres,Female,20-24,547
2015,9,Sant Andreu,57,la Trinitat Vella,Female,70-74,206
2017,7,Horta-Guinardó,33,el Baix Guinardó,Female,45-49,666
2014,4,Les Corts,21,Pedralbes,Male,30-34,316
2013,10,Sant Martí,70,el Besòs i el Maresme,Female,75-79,728
2017,7,Horta-Guinardó,38,la Teixonera,Male,40-44,406
2015,10,Sant Martí,72,Sant Martí de Provençals,Male,15-19,375
2013,4,Les Corts,20,la Maternitat i Sant Ramon,Female,>=95,49
2015,8,Nou Barris,55,Ciutat Meridiana,Male,90-94,6
2014,3,Sants-Montjuïc,18,Sants,Male,85-89,332
2013,10,Sant Martí,70,el Besòs i el Maresme,Male,5-9,539
2016,10,Sant Martí,67,la Vila Olímpica del Poblenou,Male,40-44,355
2014,7,Horta-Guinardó,39,Sant Genís dels Agudells,Male,30-34,231
2013,2,Eixample,10,Sant Antoni,Male,20-24,904
2013,7,Horta-Guinardó,39,Sant Genís dels Agudells,Female,90-94,40
2016,9,Sant Andreu,63,Navas,Female,55-59,794
2015,6,Gràcia,28,Vallcarca i els Penitents,Male,15-19,288
2016,3,Sants-Montjuïc,16,la Bordeta,Male,5-9,357
2016,7,Horta-Guinardó,39,Sant Genís dels Agudells,Male,55-59,194
2013,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Female,10-14,232
2016,7,Horta-Guinardó,36,la Font d'en Fargues,Male,75-79,155
2015,8,Nou Barris,53,la Trinitat Nova,Male,75-79,80
2014,10,Sant Martí,73,la Verneda i la Pau,Female,>=95,49
2013,4,Les Corts,19,les Corts,Female,>=95,116
2015,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Female,65-69,1473
2017,10,Sant Martí,67,la Vila Olímpica del Poblenou,Female,>=95,13
