Year,District_Code,District_Name,Neighborhood_Code,Neighborhood_Name,Gender,Age,Number
2017,7,Horta-Guinardó,39,Sant Genís dels Agudells,Male,45-49,247
2017,1,Ciutat Vella,3,la Barceloneta,Female,75-79,244
2015,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Male,70-74,255
2015,2,Eixample,7,la Dreta de l'Eixample,Male,70-74,846
2014,10,Sant Martí,73,la Verneda i la Pau,Male,85-89,239
2015,3,Sants-Montjuïc,16,la Bordeta,Female,0-4,287
2014,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Male,35-39,1046
2014,3,Sants-Montjuïc,17,Sants - Badal,Female,75-79,534
2015,2,Eixample,6,la Sagrada Família,Male,25-29,1704
2014,9,Sant Andreu,61,la Sagrera,Female,40-44,1050
2013,8,Nou Barris,53,la Trinitat Nova,Female,0-4,196
2016,6,Gràcia,30,la Salut,Female,55-59,466
2014,5,Sarrià-Sant Gervasi,23,Sarrià,Female,0-4,713
2017,6,Gràcia,31,la Vila de Gràcia,Female,45-49,1830
2016,9,Sant Andreu,57,la Trinitat Vella,Male,20-24,194
2014,7,Horta-Guinardó,36,la Font d'en Fargues,Male,45-49,329
2017,8,Nou Barris,55,Ciutat Meridiana,Female,45-49,370
2014,8,Nou Barris,49,Canyelles,Male,60-64,266
2014,2,Eixample,6,la Sagrada Família,Female,30-34,2364
2016,8,Nou Barris,56,Vallbona,Male,65-69,12
2015,3,Sants-Montjuïc,14,la Font de la Guatlla,Female,35-39,344
2013,9,Sant Andreu,62,el Congrés i els Indians,Female,80-84,416
2015,8,Nou Barris,56,Vallbona,Male,85-89,6
2014,8,Nou Barris,50,les Roquetes,Male,30-34,492
2013,6,Gràcia,31,la Vila de Gràcia,Male,55-59,975
2017,1,Ciutat Vella,2,el Barri Gòtic,Female,60-64,327
2014,3,Sants-Montjuïc,16,la Bordeta,Male,35-39,583
2015,8,Nou Barris,47,Can Peguera,Female,55-59,65
2017,6,Gràcia,29,el Coll,Female,25-29,199
2017,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Female,15-19,323
2016,3,Sants-Montjuïc,17,Sants - Badal,Female,55-59,998
2013,4,Les Corts,20,la Maternitat i Sant Ramon,Male,0-4,289
2013,8,Nou Barris,49,Canyelles,Female,70-74,191
2016,7,Horta-Guinardó,41,la Vall d'Hebron,Male,10-14,115
2014,3,Sants-Montjuïc,11,el Poble Sec,Male,20-24,991
2017,10,Sant Martí,71,Provençals del Poblenou,Female,50-54,820
2016,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Male,15-19,431
2015,7,Horta-Guinardó,41,la Vall d'Hebron,Female,0-4,88
2017,8,Nou Barris,55,Ciutat Meridiana,Male,20-24,335
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Female,45-49,1464
2013,9,Sant Andreu,63,Navas,Male,85-89,122
2016,10,Sant Martí,73,la Verneda i la Pau,Male,60-64,779
2017,7,Horta-Guinardó,34,Can Baró,Female,45-49,255
2016,10,Sant Martí,64,el Camp de l'Arpa del Clot,Female,40-44,1568
2016,6,Gràcia,30,la Salut,Male,0-4,290
2015,8,Nou Barris,56,Vallbona,Female,85-89,14
2016,8,Nou Barris,56,Vallbona,Female,50-54,39
2013,8,Nou Barris,52,la Prosperitat,Female,65-69,985
2013,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Male,65-69,342
2017,8,Nou Barris,48,la Guineueta,Female,70-74,609
2017,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Female,0-4,119
2014,8,Nou Barris,46,el Turó de la Peira,Male,65-69,171
2016,8,Nou Barris,51,Verdun,Male,55-59,316
2016,10,Sant Martí,67,la Vila Olímpica del Poblenou,Female,5-9,230
2013,5,Sarrià-Sant Gervasi,24,les Tres Torres,Male,90-94,34
2016,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Female,0-4,602
2015,8,Nou Barris,51,Verdun,Male,60-64,257
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Female,35-39,1798
2013,7,Horta-Guinardó,42,la Clota,Male,45-49,10
2014,3,Sants-Montjuïc,14,la Font de la Guatlla,Female,85-89,137
2016,10,Sant Martí,71,Provençals del Poblenou,Female,75-79,383
2016,10,Sant Martí,64,el Camp de l'Arpa del Clot,Male,>=95,18
2013,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Male,70-74,861
2016,9,Sant Andreu,58,Baró de Viver,Female,0-4,43
2014,10,Sant Martí,71,Provençals del Poblenou,Female,80-84,420
2016,9,Sant Andreu,61,la Sagrera,Female,60-64,1137
2014,8,Nou Barris,53,la Trinitat Nova,Male,60-64,169
2016,10,Sant Martí,64,el Camp de l'Arpa del Clot,Female,80-84,856
2015,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Female,10-14,715
2015,1,Ciutat Vella,2,el Barri Gòtic,Female,15-19,173
2017,1,Ciutat Vella,2,el Barri Gòtic,Female,35-39,680
2013,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Female,40-44,966
2015,7,Horta-Guinardó,33,el Baix Guinardó,Female,10-14,399
2015,3,Sants-Montjuïc,17,Sants - Badal,Male,20-24,555
2014,7,Horta-Guinardó,38,la Teixonera,Female,45-49,436
2014,3,Sants-Montjuïc,11,el Poble Sec,Female,>=95,70
2016,4,Les Corts,20,la Maternitat i Sant Ramon,Female,50-54,709
2016,3,Sants-Montjuïc,16,la Bordeta,Male,20-24,422
2015,7,Horta-Guinardó,42,la Clota,Male,15-19,7
2015,6,Gràcia,31,la Vila de Gràcia,Male,45-49,1321
2013,8,Nou Barris,54,Torre Baró,Male,20-24,46
2016,8,Nou Barris,46,el Turó de la Peira,Male,>=95,13
