Year,District_Code,District_Name,Neighborhood_Code,Neighborhood_Name,Gender,Age,Number
2016,3,Sants-Montjuïc,14,la Font de la Guatlla,Male,65-69,285
2013,8,Nou Barris,55,Ciutat Meridiana,Female,40-44,383
2013,9,Sant Andreu,60,Sant Andreu,Male,0-4,1371
2017,8,Nou Barris,52,la Prosperitat,Male,20-24,594
2017,2,Eixample,10,Sant Antoni,Male,50-54,1285
2013,4,Les Corts,19,les Corts,Male,60-64,1462
2017,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Male,0-4,515
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Male,15-19,597
2017,10,Sant Martí,65,el Clot,Male,50-54,938
2016,2,Eixample,7,la Dreta de l'Eixample,Female,55-59,1600
2014,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Male,40-44,161
2013,10,Sant Martí,72,Sant Martí de Provençals,Male,50-54,855
2017,9,Sant Andreu,57,la Trinitat Vella,Male,20-24,254
2013,8,Nou Barris,47,Can Peguera,Female,80-84,86
2016,9,Sant Andreu,62,el Congrés i els Indians,Male,15-19,283
2016,9,Sant Andreu,63,Navas,Male,0-4,367
2013,9,Sant Andreu,61,la Sagrera,Female,35-39,940
2017,8,Nou Barris,54,Torre Baró,Male,85-89,3
2016,6,Gràcia,29,el Coll,Male,25-29,169
2014,9,Sant Andreu,60,Sant Andreu,Female,40-44,2392
2016,10,Sant Martí,65,el Clot,Female,0-4,506
2013,3,Sants-Montjuïc,17,Sants - Badal,Female,5-9,448
2016,8,Nou Barris,48,la Guineueta,Female,55-59,256
2015,8,Nou Barris,47,Can Peguera,Female,80-84,66
2013,10,Sant Martí,73,la Verneda i la Pau,Male,55-59,818
2014,7,Horta-Guinardó,39,Sant Genís dels Agudells,Female,15-19,108
2016,8,Nou Barris,51,Verdun,Female,55-59,401
2015,8,Nou Barris,49,Canyelles,Female,80-84,160
2014,8,Nou Barris,45,Porta,Female,85-89,390
2013,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Female,75-79,159
2016,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Male,35-39,156
2015,7,Horta-Guinardó,36,la Font d'en Fargues,Male,25-29,216
2016,10,Sant Martí,72,Sant Martí de Provençals,Female,85-89,515
2013,5,Sarrià-Sant Gervasi,23,Sarrià,Male,5-9,656
2014,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Female,>=95,12
2016,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Female,>=95,48
2013,1,Ciutat Vella,1,el Raval,Male,>=95,9
2017,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Male,5-9,406
2014,9,Sant Andreu,63,Navas,Female,>=95,39
