Year,District_Code,District_Name,Neighborhood_Code,Neighborhood_Name,Gender,Age,Number
2015,7,Horta-Guinardó,33,el Baix Guinardó,Female,35-39,1080
2016,7,Horta-Guinardó,38,la Teixonera,Male,55-59,337
2015,8,Nou Barris,46,el Turó de la Peira,Female,35-39,635
2017,8,Nou Barris,52,la Prosperitat,Male,30-34,768
2013,1,Ciutat Vella,1,el Raval,Female,50-54,1311
2017,5,Sarrià-Sant Gervasi,23,Sarrià,Male,35-39,758
2017,3,Sants-Montjuïc,17,Sants - Badal,Male,70-74,433
2014,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Female,45-49,1510
2013,7,Horta-Guinardó,37,el Carmel,Male,60-64,836
2017,2,Eixample,9,la Nova Esquerra de l'Eixample,Male,80-84,785
2016,6,Gràcia,31,la Vila de Gràcia,Female,40-44,2241
2015,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Male,80-84,713
2017,10,Sant Martí,71,Provençals del Poblenou,Female,90-94,112
2017,10,Sant Martí,71,Provençals del Poblenou,Female,40-44,735
2015,7,Horta-Guinardó,34,Can Baró,Male,55-59,273
2014,10,Sant Martí,68,el Poblenou,Female,85-89,435
2013,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Female,60-64,1042
2017,1,Ciutat Vella,3,la Barceloneta,Female,0-4,233
2014,7,Horta-Guinardó,33,el Baix Guinardó,Female,80-84,749
2013,4,Les Corts,20,la Maternitat i Sant Ramon,Male,70-74,544
2014,8,Nou Barris,51,Verdun,Male,80-84,199
2014,2,Eixample,5,el Fort Pienc,Female,50-54,1175
2017,5,Sarrià-Sant Gervasi,24,les Tres Torres,Female,40-44,502
2014,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Male,80-84,429
2014,7,Horta-Guinardó,40,Montbau,Female,65-69,134
2016,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Male,65-69,374
2013,9,Sant Andreu,62,el Congrés i els Indians,Female,45-49,527
2015,2,Eixample,6,la Sagrada Família,Male,45-49,1769
2015,10,Sant Martí,67,la Vila Olímpica del Poblenou,Female,75-79,83
2017,8,Nou Barris,53,la Trinitat Nova,Male,10-14,188
2014,6,Gràcia,31,la Vila de Gràcia,Female,5-9,908
2014,7,Horta-Guinardó,39,Sant Genís dels Agudells,Female,70-74,205
2016,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Male,25-29,166
2016,7,Horta-Guinardó,41,la Vall d'Hebron,Female,35-39,184
2015,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Male,60-64,238
2014,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Male,0-4,111
2017,3,Sants-Montjuïc,13,la Marina de Port,Male,70-74,595
2014,7,Horta-Guinardó,43,Horta,Female,60-64,851
2017,10,Sant Martí,73,la Verneda i la Pau,Female,15-19,578
2016,8,Nou Barris,45,Porta,Female,70-74,784
2017,10,Sant Martí,71,Provençals del Poblenou,Male,80-84,237
2013,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Male,50-54,809
2017,8,Nou Barris,54,Torre Baró,Male,50-54,110
2016,7,Horta-Guinardó,37,el Carmel,Female,75-79,811
2014,8,Nou Barris,54,Torre Baró,Male,40-44,93
2017,8,Nou Barris,54,Torre Baró,Male,>=95,0
2013,2,Eixample,6,la Sagrada Família,Female,70-74,1151
2017,9,Sant Andreu,60,Sant Andreu,Male,30-34,1778
2016,7,Horta-Guinardó,40,Montbau,Male,50-54,219
2013,6,Gràcia,28,Vallcarca i els Penitents,Female,40-44,621
2013,8,Nou Barris,51,Verdun,Female,20-24,314
2015,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Male,45-49,39
2013,2,Eixample,7,la Dreta de l'Eixample,Female,30-34,1970
2014,7,Horta-Guinardó,34,Can Baró,Female,40-44,345
2014,8,Nou Barris,54,Torre Baró,Male,35-39,85
2014,9,Sant Andreu,59,el Bon Pastor,Female,0-4,387
2013,10,Sant Martí,73,la Verneda i la Pau,Male,70-74,746
2017,9,Sant Andreu,57,la Trinitat Vella,Female,15-19,177
2016,10,Sant Martí,67,la Vila Olímpica del Poblenou,Male,15-19,190
2014,8,Nou Barris,48,la Guineueta,Female,70-74,517
2015,8,Nou Barris,56,Vallbona,Female,50-54,24
2015,7,Horta-Guinardó,41,la Vall d'Hebron,Female,25-29,124
2017,7,Horta-Guinardó,37,el Carmel,Female,35-39,1013
2013,10,Sant Martí,64,el Camp de l'Arpa del Clot,Female,35-39,1691
2015,7,Horta-Guinardó,42,la Clota,Male,65-69,3
2014,10,Sant Martí,72,Sant Martí de Provençals,Female,55-59,847
2015,10,Sant Martí,67,la Vila Olímpica del Poblenou,Male,55-59,307
2016,2,Eixample,10,Sant Antoni,Female,0-4,707
2015,6,Gràcia,30,la Salut,Male,>=95,14
2017,10,Sant Martí,70,el Besòs i el Maresme,Male,50-54,861
2016,8,Nou Barris,56,Vallbona,Female,55-59,31
2014,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Male,45-49,1377
2014,9,Sant Andreu,58,Baró de Viver,Female,65-69,48
2015,7,Horta-Guinardó,34,Can Baró,Male,75-79,136
2013,10,Sant Martí,72,Sant Martí de Provençals,Female,>=95,38
2016,2,Eixample,5,el Fort Pienc,Female,20-24,750
