Year,District_Code,District_Name,Neighborhood_Code,Neighborhood_Name,Gender,Age,Number
2013,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Female,5-9,515
2016,1,Ciutat Vella,1,el Raval,Male,25-29,2700
2016,9,Sant Andreu,58,Baró de Viver,Male,55-59,68
2016,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Female,30-34,547
2016,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Female,60-64,482
2017,3,Sants-Montjuïc,16,la Bordeta,Female,80-84,459
2015,8,Nou Barris,49,Canyelles,Female,50-54,243
2017,4,Les Corts,21,Pedralbes,Female,90-94,111
2017,2,Eixample,9,la Nova Esquerra de l'Eixample,Female,15-19,1005
2015,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Male,80-84,352
2013,5,Sarrià-Sant Gervasi,23,Sarrià,Male,>=95,18
2014,8,Nou Barris,51,Verdun,Male,60-64,275
2017,8,Nou Barris,51,Verdun,Female,5-9,284
2014,5,Sarrià-Sant Gervasi,24,les Tres Torres,Male,40-44,517
2015,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Male,25-29,80
2015,8,Nou Barris,50,les Roquetes,Female,60-64,356
2013,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Male,45-49,547
2013,10,Sant Martí,70,el Besòs i el Maresme,Female,20-24,625
2013,2,Eixample,7,la Dreta de l'Eixample,Female,70-74,969
2017,6,Gràcia,29,el Coll,Male,5-9,193
2014,7,Horta-Guinardó,35,el Guinardó,Female,65-69,1142
2013,10,Sant Martí,67,la Vila Olímpica del Poblenou,Female,85-89,33
2014,10,Sant Martí,73,la Verneda i la Pau,Female,0-4,547
2016,7,Horta-Guinardó,41,la Vall d'Hebron,Male,50-54,172
2016,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Male,85-89,168
2015,8,Nou Barris,49,Canyelles,Male,50-54,199
2017,8,Nou Barris,49,Canyelles,Female,55-59,286
2014,8,Nou Barris,55,Ciutat Meridiana,Male,65-69,216
2013,2,Eixample,7,la Dreta de l'Eixample,Male,70-74,678
2017,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Male,20-24,1066
2015,1,Ciutat Vella,3,la Barceloneta,Male,40-44,728
2017,7,Horta-Guinardó,37,el Carmel,Female,80-84,534
2014,8,Nou Barris,56,Vallbona,Female,30-34,43
2014,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Male,50-54,397
2017,9,Sant Andreu,58,Baró de Viver,Female,45-49,101
2013,4,Les Corts,20,la Maternitat i Sant Ramon,Male,75-79,396
2015,6,Gràcia,30,la Salut,Male,30-34,508
2016,3,Sants-Montjuïc,16,la Bordeta,Female,65-69,625
2017,7,Horta-Guinardó,34,Can Baró,Male,25-29,234
2014,2,Eixample,6,la Sagrada Família,Male,40-44,1909
2015,6,Gràcia,28,Vallcarca i els Penitents,Male,20-24,363
2015,3,Sants-Montjuïc,13,la Marina de Port,Male,80-84,467
2013,6,Gràcia,28,Vallcarca i els Penitents,Female,15-19,293
2016,2,Eixample,6,la Sagrada Família,Male,75-79,724
2015,9,Sant Andreu,61,la Sagrera,Female,75-79,685
2016,8,Nou Barris,50,les Roquetes,Male,30-34,427
2016,9,Sant Andreu,63,Navas,Female,60-64,722
2017,10,Sant Martí,72,Sant Martí de Provençals,Female,65-69,831
2014,2,Eixample,10,Sant Antoni,Female,70-74,1006
2016,3,Sants-Montjuïc,11,el Poble Sec,Female,0-4,751
2014,8,Nou Barris,46,el Turó de la Peira,Male,60-64,256
2017,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Male,0-4,29
2017,3,Sants-Montjuïc,14,la Font de la Guatlla,Female,35-39,440
2015,8,Nou Barris,50,les Roquetes,Female,55-59,485
2015,9,Sant Andreu,57,la Trinitat Vella,Female,75-79,157
2014,2,Eixample,5,el Fort Pienc,Female,25-29,1178
2016,10,Sant Martí,70,el Besòs i el Maresme,Male,90-94,53
2015,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Female,70-74,685
2013,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Female,70-74,679
2015,3,Sants-Montjuïc,17,Sants - Badal,Male,90-94,49
2013,3,Sants-Montjuïc,11,el Poble Sec,Male,5-9,749
2017,9,Sant Andreu,60,Sant Andreu,Male,35-39,2270
2014,8,Nou Barris,45,Porta,Female,5-9,476
2017,9,Sant Andreu,63,Navas,Male,>=95,11
2016,10,Sant Martí,64,el Camp de l'Arpa del Clot,Male,10-14,621
2015,7,Horta-Guinardó,33,el Baix Guinardó,Male,5-9,472
2017,7,Horta-Guinardó,36,la Font d'en Fargues,Female,20-24,166
2014,6,Gràcia,28,Vallcarca i els Penitents,Female,70-74,438
2015,1,Ciutat Vella,3,la Barceloneta,Male,30-34,682
2013,8,Nou Barris,55,Ciutat Meridiana,Male,65-69,181
2013,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Male,>=95,16
