Id,District_Name,Neighborhood_Name,Street,Weekday,Month,Day,Hour,Part_of_the_day,Mild_injuries,Serious_injuries,Victims,Vehicles_involved,Longitude,Latitude
2017S003931,Eixample,la Nova Esquerra de l'Eixample,Mallorca / Viladomat,Wednesday,May,3,19,Afternoon,0,0,0,2,2.150539,41.384784
2017S002040,Eixample,la Nova Esquerra de l'Eixample,GV CORTS CATALANES / Calàbria,Saturday,March,11,5,Night,1,0,1,2,2.155159,41.379583
2017S002208,Eixample,la Nova Esquerra de l'Eixample,ROCAFORT / Rosselló,Sunday,March,19,12,Morning,1,0,1,1,2.146032,41.384782
2017S005091,Sants-Montjuïc,la Font de la Guatlla,Corts Catalanes / Mandoni,Saturday,June,10,14,Afternoon,1,0,1,1,2.14209,41.369735
2017S004611,Sants-Montjuïc,Sants,Mig (Ascendent),Thursday,May,25,11,Morning,1,0,1,2,2.132557,41.371486
2017S009988,Nou Barris,Verdun,Favència,Thursday,November,30,14,Afternoon,1,0,1,2,2.174608,41.44432
2017S000408,Sant Andreu,el Bon Pastor,POTOSÍ,Monday,January,16,11,Morning,3,0,3,2,2.200222,41.442748
2017S004748,Sant Martí,la Verneda i la Pau,C-31,Tuesday,May,30,8,Morning,1,0,1,3,2.210008,41.420525
2017S003432,Sant Martí,el Besòs i el Maresme,Diagonal / Josep Pla,Sunday,April,16,17,Afternoon,4,0,4,2,2.214212,41.410092
2017S000602,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",GIRALT PELLISSER,Monday,January,23,7,Morning,0,0,0,1,2.178535,41.386642
2017S008967,Sants-Montjuïc,la Marina del Prat Vermell,Longitudinal 1,Monday,October,30,10,Morning,1,0,1,1,2.116415,41.330158
2017S003696,Sants-Montjuïc,la Bordeta,Blanca,Tuesday,April,25,19,Afternoon,1,0,1,2,2.132094,41.367006
2017S007578,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Augusta,Wednesday,September,13,8,Morning,1,0,1,1,2.137925,41.397961
2017S004543,Gràcia,la Salut,Dalt,Monday,May,22,22,Night,2,0,2,2,2.155991,41.409968
2017S009415,Sants-Montjuïc,Hostafrancs,Tarragona,Monday,November,13,16,Afternoon,1,0,1,1,2.146203,41.377309
