Id,District_Name,Neighborhood_Name,Street,Weekday,Month,Day,Hour,Part_of_the_day,Mild_injuries,Serious_injuries,Victims,Vehicles_involved,Longitude,Latitude
2017S007277,Sant Martí,el Camp de l'Arpa del Clot,Independència / Enamorats,Thursday,August,31,7,Morning,2,0,2,3,2.183965,41.407337
2017S008946,Sant Martí,Provençals del Poblenou,Marroc / Bac de Roda,Sunday,October,29,17,Afternoon,1,0,1,1,2.201731,41.409239
2017S003638,Ciutat Vella,la Barceloneta,Marítim de la Barceloneta / Gas,Monday,April,24,7,Morning,1,0,1,2,2.194296,41.382535
2017S005384,Eixample,Sant Antoni,Comte d'Urgell / Sepúlveda,Monday,June,19,18,Afternoon,1,0,1,2,2.159811,41.381177
2017S006571,Eixample,l'Antiga Esquerra de l'Eixample,Villarroel / Rosselló,Friday,July,28,14,Afternoon,1,0,1,1,2.151678,41.389043
2017S010251,Eixample,la Dreta de l'Eixample,Consell de Cent,Monday,December,11,13,Morning,3,0,3,2,2.168151,41.393076
2017S010573,Sants-Montjuïc,el Poble-sec,Estadi,Thursday,December,21,20,Afternoon,1,0,1,2,2.148742,41.366033
2017S000611,Sants-Montjuïc,Sants - Badal,SANTS / Begur,Monday,January,23,17,Afternoon,1,0,1,2,2.129219,41.375528
2017S009349,Les Corts,Pedralbes,Prat de la Riba / Manuel Girona,Saturday,November,11,14,Afternoon,2,0,2,2,2.129917,41.39251
2017S008783,Sarrià-Sant Gervasi,Sarrià,Bisbe Català / Espasa,Tuesday,October,24,7,Morning,3,0,3,2,2.114828,41.396307
2017S009630,Nou Barris,les Roquetes,Júlia / Favència,Tuesday,October,31,14,Afternoon,2,0,2,2,2.179592,41.446074
2017S009227,Sant Andreu,la Sagrera,Garcilaso / Olesa,Wednesday,November,8,9,Morning,1,0,1,2,2.185582,41.422993
2017S009942,Eixample,la Dreta de l'Eixample,Rosselló / Pau Claris,Wednesday,November,29,8,Morning,1,0,1,2,2.161847,41.39672
2017S004171,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Bonanova,Wednesday,May,10,20,Afternoon,1,0,1,1,2.133258,41.406678
2017S003182,Sarrià-Sant Gervasi,les Tres Torres,Bonanova,Thursday,April,6,10,Morning,1,0,1,2,2.126466,41.402617
