Id,District_Name,Neighborhood_Name,Street,Weekday,Month,Day,Hour,Part_of_the_day,Mild_injuries,Serious_injuries,Victims,Vehicles_involved,Longitude,Latitude
2017S005433,Eixample,la Dreta de l'Eixample,Rosselló,Wednesday,June,21,10,Morning,1,0,1,2,2.158287,41.393878
2017S000136,Eixample,la Sagrada Família,RBLA CATALUNYA / Provença,Friday,January,6,20,Afternoon,2,0,2,2,2.15998,41.393601
2017S000694,Eixample,la Sagrada Família,MARINA,Thursday,January,26,8,Morning,1,0,1,2,2.173914,41.404755
2017S005055,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",Vallvidrera a les Planes,Friday,June,9,13,Morning,1,0,1,2,2.097376,41.419248
2017S004106,Gràcia,la Vila de Gràcia,Torrent de l'Olla / Betlem,Tuesday,May,9,10,Morning,1,0,1,2,2.153538,41.405405
2017S005630,Eixample,la Dreta de l'Eixample,Gràcia,Wednesday,June,28,10,Morning,0,0,0,1,2.16927,41.388217
2017S007643,Eixample,la Dreta de l'Eixample,Corts Catalanes,Friday,September,15,16,Afternoon,2,0,2,2,2.165321,41.386873
2017S009977,Eixample,la Dreta de l'Eixample,Nàpols / Consell de Cent,Thursday,November,30,10,Morning,1,0,1,2,2.175427,41.398385
2017S002056,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,ARIBAU,Tuesday,March,14,15,Afternoon,1,0,1,2,2.144914,41.399688
2017S002579,Gràcia,Vallcarca i els Penitents,FARIGOLA / Mare Déu del Coll,Friday,March,31,13,Morning,1,0,1,2,2.146825,41.413611
2017S008152,Sant Martí,el Parc i la Llacuna del Poblenou,Pallars / Pamplona,Tuesday,October,3,16,Afternoon,4,0,4,3,2.191548,41.396545
2017S004299,Eixample,l'Antiga Esquerra de l'Eixample,Mallorca,Monday,May,15,7,Morning,1,0,1,2,2.153446,41.387102
2017S001748,Eixample,la Dreta de l'Eixample,CONSELL DE CENT / Rbla Catalunya,Friday,March,3,14,Afternoon,1,0,1,1,2.164585,41.390241
